feature,AAVS1_Con_1,AAVS1_Con_2,AAVS1_Con_3,CERS2_1,CERS2_2,CERS2_3,CERS2_4,CERS2_5,CERS2_6,FADS3_1,FADS3_2,FADS3_3,GNPAT_1,GNPAT_2,GNPAT_3
PG 18:2;0_22:5;0,,0.022703329,,0.052884604,,,,,,,,,,,
PG 20:3;0_20:4;0,,,,,,,,,,0.024341398,,,0.028329907,0.026678056,
PG 18:2;0_22:6;0,,0.001211998,0.001225489,,,,,,,,,,,,
PG 18:3;0_22:5;0,,,,,,,,,,,,,,,
PG 20:4;0_20:4;0,,1.32E-05,9.26E-06,,,,,,,,,0.001784957,,0.001790846,
PG 20:1;0_22:6;0,,,,,,,,0.00412502,,,,,0.009327543,0.005004706,
PG 20:2;0_22:5;0,,0.002599236,0.003639895,,,,,0.00018436,,0.013836106,,,0.001041581,0.000579771,0.006191577
PG 20:3;0_22:5;0,0.003960103,,,,,,,0.003399349,,,,,0.003848002,0.004780919,0.005288136
PG 20:3;0_22:6;0,0.002101182,0.002174453,0.00237503,,,0.002819897,,,0.002035725,,,,,0.001780419,
PG 20:4;0_22:5;0,,0.000104399,,,,,,0.00227191,,,,,,0.000282857,
PG 20:4;0_22:6;0,,,,,,,,,,,,,,,
PG 22:2;0_22:6;0,,,,,,,,,,,,,,,0.039630465
PG 22:4;0_22:5;0,,,,,,,,,,,,,,,
PG 22:4;0_22:6;0,,,,,,,,,,,,,,,
PG 22:5;0_22:5;0,,,,,,,,,,,,,,,
PG 22:5;0_22:6;0,0.001836388,0.00235815,0.001863282,,,0.003813531,0.002179219,0.001921566,0.002970185,,,0.002215689,0.004315251,0.003410344,0.004378731
PG 22:6;0_22:6;0,0.010682267,0.012238215,0.013920971,0.021775049,0.011740164,0.020140744,0.012846018,0.010108855,0.013104746,0.008285741,0.007465295,0.012063812,0.017541151,0.015807409,0.017367558
PI 12:0;0_18:0;0,,0.001247095,,,0.001952264,,,,,,,0.001182738,,,
PI 14:0;0_16:0;0,0.011161004,0.007496152,0.007464098,0.009107091,0.011634123,0.008134957,0.005964874,0.006767536,0.006674307,0.01225541,0.01114603,0.008424768,0.012224436,0.008921372,0.012428639
PI 15:0;0_15:0;0,0.00050988,0.000469375,0.000275448,0.00029109,0.000658587,0.000348279,0.000305913,0.00038129,0.00034058,,0.000327346,0.00030834,0.00072288,0.000403213,0.000713203
PI 12:0;0_18:1;0,0.004779162,0.004021584,0.005039048,0.00231367,0.002578662,0.002623178,0.002249756,0.002611271,,,,0.002586571,0.002465955,0.002213279,
PI 14:0;0_16:1;0,0.00916649,0.007765058,0.009816312,0.006436702,0.004795218,0.004991979,0.00382578,0.003733844,0.004910367,0.005950754,0.00554466,0.004535715,0.004749091,0.004589406,0.004601916
PI 14:1;0_16:0;0,0.025159693,0.022790181,0.026119774,0.011312681,0.007503048,0.010486895,0.006923318,0.006599457,0.009299754,0.013927225,0.012720826,0.009952676,0.009358754,0.00941537,0.009862018
PI 14:1;0_16:1;0,0.019244299,0.017703052,0.021816225,0.005061038,,0.004841686,0.013458585,0.013180243,,,0.012393332,0.01017793,0.02484386,0.013196294,0.036987727
PI 14:0;0_17:0;0,,,,,,,,,,,,,,,
PI 14:0;0_17:1;0,,,,,,,,,,,,,,,
PI 14:1;0_17:0;0,,,,,,,,,,,,,,,
PI 15:0;0_16:1;0,,,,,,,,,,,,,,,
PI 15:1;0_16:0;0,,,,,,,,,,,,,,,
PI 14:0;0_18:0;0,0.017432077,0.013737569,0.017263194,0.015457899,0.022908002,0.016303512,0.014882422,0.013693474,0.015903473,0.01851637,0.018601012,0.018597077,0.018974264,0.020780594,0.018121452
PI 14:0;0_18:1;0,0.035306664,0.030859384,0.034443887,0.025620369,0.028177622,0.025377488,0.020449241,0.020948393,0.020762919,0.025561724,0.023840892,0.024025649,0.0247268,0.024561736,0.022247413
PI 14:1;0_18:0;0,0.07252827,0.058023494,0.064395172,0.03316025,0.030984826,0.032320471,0.028150949,0.026934054,0.028929095,0.033267418,0.034319704,0.031437937,0.03224198,0.034505725,0.033908818
PI 16:0;0_16:1;0,0.316286883,0.267138636,0.300163157,0.258223406,0.242659693,0.238740493,0.210484147,0.200908365,0.208373741,0.269049097,0.276843569,0.242904068,0.243382375,0.247067971,0.246468223
PI 14:0;0_18:2;0,,,,,,0.000175731,,,,,,,,,
PI 14:1;0_18:1;0,,,,,,0.003658115,,,,,,,,,
PI 16:0;0_16:2;0,,,,,,0.001082083,,,,,,,,,
PI 16:1;0_16:1;0,,,,,,0.002750559,,,,,,,,,
PI 15:0;0_18:0;0,0.003365844,,0.003268279,0.003791175,0.003838832,0.00267979,0.002325433,,0.002781229,,0.002913717,0.003657751,0.003022408,0.003556892,0.001993112
PI 16:0;0_17:0;0,0.004303716,0.007924185,0.003869101,0.006517848,0.006273256,0.005095557,0.003839033,,0.003814803,,0.005729729,0.005851358,0.004628313,0.004927742,0.003212585
PI 14:0;0_19:1;0,,0.000359451,,0.000281422,,0.000234576,0.000256407,,,0.000124501,,0.000324503,,,
PI 15:0;0_18:1;0,0.01285134,0.011885001,0.012845243,0.010966621,0.012256969,0.010487117,0.009838407,0.00921734,0.009312791,0.005518332,0.010699265,0.011578721,0.010873605,0.011070272,0.012236486
PI 15:1;0_18:0;0,0.002928808,0.002640106,0.002755613,0.002556823,,0.002374993,0.002190931,0.002197081,0.002190151,0.001450182,0.002578202,0.002264743,0.002577187,0.003351711,0.00207887
PI 16:0;0_17:1;0,0.006122708,0.005383288,0.006015143,0.005786479,0.00477417,0.005097864,0.004500675,0.003817447,0.004127659,0.003176786,0.006965827,0.00548716,0.006063295,0.006430629,0.005868605
PI 16:1;0_17:0;0,0.004557918,0.003421534,0.004245963,0.00354121,0.003681441,0.002827374,0.002276783,0.002062708,0.002136527,0.001694424,0.004756326,0.002913321,0.003383429,0.003569589,0.00365794
PI 15:0;0_18:2;0,,,,,,,,,,,,,,,
PI 15:1;0_18:1;0,,0.004708211,,0.003647054,,,,,,,,,,,
PI 16:1;0_17:1;0,,0.000862277,0.007478751,0.000545925,,,,,,,,,,,
PI 16:0;0_18:0;0,0.022619973,0.023513352,0.022630441,0.029041186,0.022475942,0.024613442,0.027336309,0.026829815,0.027583186,0.021855932,0.03293342,0.029208167,0.030318378,0.037913262,0.02671981
PI 17:0;0_17:0;0,0.001350137,0.000922914,0.000980482,0.001723497,0.002208202,0.000810091,0.001517039,0.000981814,0.001299389,0.001405369,0.00178546,0.001362108,0.001200831,0.001623394,0.001621797
PI 14:0;0_20:1;0,,,0.00259976,0.003067931,,0.002565984,0.002295069,0.003100825,,,,,,,0.002742991
PI 16:0;0_18:1;0,0.454108263,0.388946571,0.422559947,0.467206148,0.513332806,0.431272323,0.490113468,0.471483866,0.475335629,0.499409925,0.521044963,0.470914708,0.45346998,0.424543368,0.436311593
PI 16:1;0_18:0;0,0.145279255,0.122269619,0.139340721,0.134925925,0.149736166,0.123582504,0.122235364,0.118368509,0.119699922,0.135263742,0.140395269,0.11796332,0.157458729,0.147591099,0.151974381
PI 17:0;0_17:1;0,,,0.002675701,,,,,,,,,,,,
PI 14:1;0_20:1;0,,0.00211885,0.001543946,0.00141797,0.001639298,0.001247639,0.001030033,,0.001178258,,,0.001109203,0.001406411,,
PI 16:0;0_18:2;0,0.04267394,0.035173766,0.03926823,0.034066309,0.037250304,0.030274291,0.03169564,0.03056862,0.03051452,0.034941231,0.035868569,0.032968748,0.032483149,0.03169581,0.033072515
PI 16:1;0_18:1;0,0.443506757,0.364439836,0.398871004,0.300221146,0.308337596,0.285594721,0.264235743,0.255722495,0.252043057,0.199702894,0.224223531,0.215829589,0.30588264,0.297168397,0.301658844
PI 16:2;0_18:0;0,,0.005970913,0.006378044,0.006598608,,0.008183253,0.008418557,0.007175337,0.010582361,0.00762964,0.006204476,0.009271246,,0.013102892,0.008828994
PI 17:1;0_17:1;0,0.001308559,0.000953929,0.001051705,0.000943867,,0.000587319,0.000823485,0.000800632,0.00087387,0.000815178,0.000999195,,,0.000798259,0.000900574
PI 14:0;0_20:3;0,,,0.000526678,0.000262715,,0.000281024,0.00040801,,0.000145685,,0.000292637,0.00023543,,,0.000340627
PI 16:0;0_18:3;0,,0.002984992,0.002874608,0.001436683,,0.001098813,0.002240488,0.002471267,0.00103472,,0.002265584,0.001128089,0.001071085,0.002465199,0.001511581
PI 16:1;0_18:2;0,0.006597789,0.008599958,0.005408827,0.00357634,0.007232125,0.00277544,0.005031617,0.005932621,0.002059745,,0.002995558,0.001926023,0.002330794,0.005428169,0.004138435
PI 16:2;0_18:1;0,0.004400003,,0.004499716,0.002543508,,0.002146418,,,0.001934748,,0.002516651,0.0018592,0.001753128,,
PI 14:0;0_20:4;0,0.003398063,,0.002695212,0.005316535,0.011146147,0.001465487,,0.003919721,,,0.00459857,0.005969981,0.008768948,0.007474592,0.002249268
PI 16:1;0_18:3;0,0.00662388,0.007797466,0.00555057,,,0.00412227,0.005013105,,0.005743531,,,,,,0.006034299
PI 16:0;0_19:1;0,0.011900544,0.009558173,0.008486714,0.011225186,0.009696097,0.010945266,0.0126403,0.011786662,0.012497876,0.011399916,0.012487495,0.011002758,0.010660346,0.012768849,0.011443907
PI 16:1;0_19:0;0,,0.002927885,0.003193008,0.003274022,0.003161287,0.003346908,0.003063168,0.002619485,0.002764546,0.001944236,0.002884191,0.002800664,0.003369946,0.003515311,0.003630095
PI 17:0;0_18:1;0,0.021403485,0.016875088,0.019557522,0.022446563,0.021528995,0.022451469,0.02298238,0.021604292,0.022633559,0.019165872,0.025035,0.022688444,0.015448128,0.015605358,0.013951829
PI 17:1;0_18:0;0,0.017567933,0.012922676,0.015336465,0.012941577,0.012913705,0.013295719,0.013890597,0.013782973,0.014647352,0.013237033,0.015374601,0.013564468,0.01298157,0.015512382,0.012969238
PI 16:0;0_19:2;0,0.005848903,0.005466822,0.005236668,0.005112812,0.004295926,0.004854993,0.005302269,0.004784029,0.005117926,0.005142461,0.005756382,0.004692936,0.005588268,0.006572859,0.005856443
PI 16:1;0_19:1;0,0.006241186,0.00556977,0.005529082,0.005510409,0.005344759,0.005970071,0.00533435,0.004957804,0.005134635,0.004215373,0.004439261,0.004551163,0.005924966,0.005449108,0.005603283
PI 17:0;0_18:2;0,0.002751733,0.00161031,0.00279051,0.002104438,0.002487224,0.001610498,0.001899509,0.001652269,0.002001042,0.002074509,0.002354511,0.00180192,0.001441701,0.001647495,0.001645166
PI 17:1;0_18:1;0,0.026607231,0.023674892,0.024744039,0.018533801,0.019808279,0.020101205,0.018608815,0.020514623,0.017741714,0.015956427,0.017394673,0.01660063,0.016848297,0.017349029,0.01681355
PI 15:0;0_20:3;0,,,,,,,,,,,,,,,
PI 16:0;0_19:3;0,0.018748967,0.028575515,,0.007300003,0.028852525,0.007330737,0.019831582,0.020600056,0.011428686,0.038014293,0.023334974,0.017994757,0.016371372,0.030349682,0.008103142
PI 16:1;0_19:2;0,0.015233123,,,0.010438891,,0.00785305,,,0.014648879,0.03228029,,,,,0.011219282
PI 17:1;0_18:2;0,0.009409141,0.021848338,0.045696903,0.00485014,,0.003825666,0.013647084,0.013041112,0.005504494,0.023913433,0.016526572,0.008987033,0.008755665,0.01270863,0.004838673
PI 16:0;0_20:1;0,0.035786987,0.030245734,0.033014017,0.053856072,0.067492325,0.052203221,0.063768894,0.064193508,0.063650475,0.051064841,0.058386846,0.049283507,0.052494935,0.049645374,0.047679955
PI 16:1;0_20:0;0,0.006935165,0.006378449,0.005598031,0.004751251,0.007500714,0.004807202,0.006163256,0.005236323,0.005397765,0.005060974,0.004875322,0.00502778,0.005849647,0.008041855,0.006520421
PI 18:0;0_18:1;0,0.553730663,0.475352476,0.516085173,0.629049685,0.729329584,0.598356967,0.81750545,0.801559442,0.766153811,0.650830758,0.709338721,0.615278085,0.571571072,0.555109997,0.576555846
PI 16:0;0_20:2;0,0.035701877,0.030547332,0.034124884,0.043189775,0.051530065,0.040515543,0.04868084,0.049365531,0.047236796,0.040996048,0.047010946,0.04316493,0.036468319,0.038280173,0.036523468
PI 16:1;0_20:1;0,0.014622916,0.015166512,0.016211102,0.018385253,0.019675815,0.015852474,0.017996024,0.018508078,0.018776207,0.011410243,0.01313748,0.01118442,0.018917191,0.019023074,0.018475726
PI 18:0;0_18:2;0,0.062205843,0.05355932,0.05967736,0.057848319,0.067549981,0.056190222,0.06691281,0.065722321,0.066986899,0.059359926,0.065655041,0.059821016,0.051934573,0.049849235,0.052092577
PI 18:1;0_18:1;0,0.563899463,0.488702361,0.520172792,0.484649399,0.527225199,0.465300101,0.551980571,0.535255087,0.524014953,0.38237706,0.430152667,0.400257488,0.442793109,0.45478025,0.449378404
PI 16:0;0_20:3;0,0.066682249,0.055953074,0.067112429,0.062685153,0.058284437,0.058811804,0.065690068,0.063591482,0.062258014,0.071759752,0.071886409,0.063683656,0.055099384,0.059795146,0.053291061
PI 16:1;0_20:2;0,0.004522555,0.004305909,0.003682332,0.003663289,0.00339579,0.003534119,0.003590799,0.003845521,0.003033502,0.002863497,0.002743661,0.002298561,0.003587316,0.003615557,0.002926616
PI 18:0;0_18:3;0,0.004831722,0.003446136,0.004107214,0.003452118,0.004137221,0.00315901,0.003828536,0.004215692,0.003857414,0.004198518,0.004336395,0.003757521,0.00306007,0.003575905,0.002895828
PI 18:1;0_18:2;0,0.05797195,0.052070968,0.056039964,0.043972356,0.042714181,0.039837094,0.044111672,0.042746894,0.043666929,0.039421185,0.036719484,0.035987564,0.03599379,0.042705268,0.035582115
PI 16:0;0_20:4;0,0.160404208,0.137663163,0.177853529,0.122261615,0.125593555,0.114476343,0.133075438,0.144260854,0.127547766,0.194082831,0.17765149,0.163242029,0.144037308,0.152205488,0.12972628
PI 16:1;0_20:3;0,0.009662064,0.009027192,0.010716452,0.007337872,0.009092099,0.00634386,0.006964677,0.007247408,0.005547071,0.007554597,0.005740656,0.006099597,0.00743534,0.009114462,0.007586808
PI 18:1;0_18:3;0,0.015734099,0.012707655,,0.010711146,0.015748579,0.00890662,0.011563199,,0.013748632,,0.0099608,0.010741653,,,0.009908406
PI 18:2;0_18:2;0,0.002471002,0.002299654,0.002276008,0.00216106,0.001899222,0.001332058,0.001817884,0.002197246,0.001945752,0.001829479,0.001414267,0.001570451,0.00207816,0.002329951,0.001854062
PI 14:0;0_22:5;0,,,,,,,,,,,,,,,
PI 16:0;0_20:5;0,0.016088804,0.016108356,0.017175321,0.009109133,,0.007493579,0.011297793,0.011407809,0.009940707,,0.014087401,0.013674597,0.011062438,0.014464402,0.010232586
PI 16:1;0_20:4;0,0.016571576,0.017253723,0.017658689,0.008606576,0.021999754,0.007668242,0.009608246,0.010408412,0.010207509,,0.009417852,0.008976998,0.007903361,0.009635356,0.008668599
PI 16:0;0_21:1;0,,,,0.001765107,,0.001802068,,0.002673334,0.002146028,,,0.001777196,0.001617266,,
PI 17:0;0_20:1;0,0.000591535,0.000597514,0.000358513,0.001150346,,0.00114569,0.001445379,0.001098438,0.001079924,0.000483521,0.001176665,0.000840545,0.000503359,,0.000720125
PI 17:1;0_20:0;0,,0.000305007,0.000471195,,,,,0.000290392,0.00040809,0.000324357,,,,,
PI 18:0;0_19:1;0,0.006197572,0.006142363,0.005276738,0.007531961,0.007450706,0.00760784,0.010663455,0.009467167,0.008720521,0.006450509,0.008083931,0.007122532,0.00491672,0.008966466,0.006018658
PI 18:1;0_19:0;0,0.004343757,0.003651071,0.003873561,0.005068054,0.007381387,0.00540414,0.006897046,0.005025635,0.005667125,0.003586908,0.005074967,0.004692395,0.003693362,0.004505487,0.004734592
PI 16:0;0_21:2;0,,,,0.002857883,,0.003067546,0.004532799,0.003787599,0.003339518,0.002752929,0.002236782,0.002593204,,0.003607999,0.003567988
PI 17:0;0_20:2;0,0.001404187,0.00105843,,0.00166157,0.001991996,0.001565271,0.001679376,0.001513818,0.001644933,0.001345686,0.001498742,0.001414001,0.000982424,0.000915365,0.000840627
PI 17:1;0_20:1;0,0.001704919,0.001014951,0.001346442,0.001354847,0.001493014,0.001508745,0.001818626,0.001832129,0.00170246,0.001080934,0.001101601,0.001056236,0.000930747,0.000807055,0.000871261
PI 18:0;0_19:2;0,0.007752539,0.00864933,0.008035769,0.010741839,0.009420467,0.009137892,0.01147749,0.012386351,0.011192867,0.008793707,0.010953876,0.009351979,0.007494311,0.008088982,0.006149614
PI 18:1;0_19:1;0,0.011539512,0.010112615,0.011092382,0.012814227,0.0140495,0.012781213,0.014608823,0.013362925,0.013724745,0.008479696,0.009804034,0.011216896,0.01130815,0.009291055,0.009021623
PI 18:2;0_19:0;0,,,,0.000425466,,,,0.000636543,,,0.000591625,,,,
PI 16:0;0_21:3;0,0.002790051,0.003023923,0.003173331,0.002378847,0.002495499,0.002776388,0.003003623,0.002601311,0.002467515,0.002044856,0.002675066,0.002859826,0.002995754,0.002901989,0.002473703
PI 17:0;0_20:3;0,0.00367564,0.003092684,0.00362455,0.003551223,0.003815697,0.003278921,0.003740656,0.003978953,0.00337171,0.002782877,0.003492723,0.003272389,0.002503712,0.003340381,0.002219943
PI 17:1;0_20:2;0,,0.0005752,,0.000840178,,0.000626396,0.000853149,0.000707899,0.000810812,,0.000649261,0.000645534,,,
PI 18:0;0_19:3;0,0.004787072,0.004401199,0.005550057,0.00490129,0.004651307,0.004974121,0.005724786,0.005320427,0.006247143,0.00454124,0.005351644,0.005658412,0.00410588,0.004630217,0.003892609
PI 18:1;0_19:2;0,0.006259489,0.005108839,0.005488969,0.005840853,0.005848177,0.005475573,0.006341089,0.006406797,0.006579542,0.004767954,0.006404334,0.005956616,0.00454278,0.00554771,0.004966163
PI 18:2;0_19:1;0,,0.000614223,,0.000547996,,0.000588906,0.000505403,0.000607997,,0.000513749,,,,0.000639026,
PI 17:0;0_20:4;0,0.011193988,0.009564198,0.011921316,0.014356599,0.019213327,0.007628433,0.011050814,0.009475697,0.010496677,0.016955279,0.013045103,0.009782583,0.006825519,0.016534429,0.005874008
PI 17:1;0_20:3;0,0.002471552,0.002362188,0.002590998,0.003146484,,0.001354159,0.002073822,0.002052961,0.001271088,0.002460259,0.002153876,0.001740872,0.001384112,,0.000829238
PI 18:1;0_19:3;0,0.007520206,0.006957643,0.007523734,,,0.004354489,0.006118429,0.005609652,0.005415175,0.009135809,0.006388576,0.005362832,0.004842311,,0.00421924
PI 16:0;0_22:1;0,0.003313532,0.002821663,0.002396373,0.003840939,0.004031417,0.003902156,0.005346966,0.005177057,0.005059425,0.003490185,0.005004308,0.004327073,0.003880823,0.005352303,0.003799155
PI 16:1;0_22:0;0,,,,0.002759933,,0.002803372,0.003202587,0.003351086,0.002622609,0.001943926,0.002458919,0.002676274,0.002735202,0.00434522,0.002726636
PI 18:0;0_20:1;0,0.014480976,0.012861341,0.013397647,0.030760847,0.029976844,0.029442712,0.048845209,0.047268609,0.046217817,0.018913341,0.028682425,0.024738479,0.022974893,0.032688032,0.022909282
PI 18:1;0_20:0;0,0.009860907,0.007929702,0.008736666,0.00807973,0.010413871,0.007868664,0.011635295,0.011756301,0.011191877,0.004894983,0.006952464,0.006616436,0.007628407,,0.006835264
PI 16:0;0_22:2;0,,0.003067546,,0.004286772,0.00605808,0.004268802,0.004721818,0.004906631,0.005228657,0.00344823,0.003615507,0.00421586,0.003944596,0.004524053,0.003701604
PI 16:1;0_22:1;0,,,,0.001299391,0.002756953,0.001628205,0.001664532,0.002031593,0.00159944,0.001224309,0.001306928,0.001372777,0.001594476,0.002282106,0.0014523
PI 18:0;0_20:2;0,0.043811115,0.039737072,0.040845695,0.073597873,0.087019961,0.074581474,0.104208518,0.108803189,0.102592034,0.051938282,0.070220482,0.06165758,0.053793882,0.055506872,0.050921658
PI 18:1;0_20:1;0,0.030914115,0.027870634,0.028107121,0.049179607,0.056936094,0.048158309,0.061399757,0.062210322,0.058808724,0.026183668,0.034569952,0.033014728,0.039311621,0.044561246,0.038772237
PI 18:2;0_20:0;0,,,,,,0.000738981,0.000911151,0.000859517,0.001053059,0.000626099,,,,,
PI 16:0;0_22:3;0,0.004617542,0.004294565,0.004242422,0.00424399,0.00525899,0.003619554,0.004553435,0.004875199,0.004511794,0.003745876,0.004633181,0.00508399,0.005113874,0.00633685,0.005193095
PI 18:0;0_20:3;0,0.156606872,0.143782706,0.151131954,0.170007621,0.186082556,0.164311232,0.227089422,0.219359605,0.215204346,0.142502206,0.183799901,0.167567073,0.158279634,0.166935506,0.159924287
PI 18:1;0_20:2;0,0.012989501,0.011593604,0.011956337,0.016917442,0.018338532,0.016194739,0.020106039,0.018462373,0.017857642,0.009304803,0.01237559,0.011877021,0.013431628,0.013946403,0.014562223
PI 18:2;0_20:1;0,,0.001321074,0.000920795,0.001786542,0.002118837,0.00172909,0.002300284,0.002203213,0.002192251,0.001298299,0.001385184,0.001139181,0.002287291,0.001573388,0.001656371
PI 16:0;0_22:4;0,0.01269184,0.010601319,0.014067183,0.010776157,0.013848732,0.011525012,0.013934806,0.013950764,0.013758688,0.013665183,0.014609394,0.012897887,0.01741384,0.017032691,0.018952446
PI 18:0;0_20:4;0,0.515717569,0.472593577,0.51830804,0.443269245,0.533892432,0.413898882,0.614126365,0.603977003,0.594176808,0.585527136,0.622975473,0.555490924,0.504883743,0.509510903,0.528065093
PI 18:1;0_20:3;0,0.122220456,0.109929676,0.124214019,0.10670867,0.121876837,0.093868132,0.114554202,0.110490924,0.106876786,0.083161479,0.08628339,0.08295488,0.114592012,0.108762086,0.12376964
PI 18:2;0_20:2;0,,,,,,,,,,,,,,,
PI 16:0;0_22:5;0,0.08034585,0.075029903,0.083181941,0.061467768,0.069478392,0.059723117,0.06910527,0.065984561,0.063409793,0.067007358,0.068520873,0.067827655,0.105837079,0.113613514,0.106953865
PI 16:1;0_22:4;0,,,,,,,,,,,,,,,
PI 18:0;0_20:5;0,0.020538908,0.019617226,0.021409606,0.013899645,0.016394709,0.012535694,0.019649921,0.021196169,0.019333562,0.016633056,0.018161965,0.016306898,0.019584355,0.020270737,0.020799625
PI 18:1;0_20:4;0,0.256681754,0.233728127,0.252451796,0.179766849,0.203241585,0.173880358,0.203979534,0.198962449,0.199640534,0.16260456,0.176460863,0.170257559,0.196480469,0.214518026,0.207636412
PI 18:2;0_20:3;0,0.004509691,,,0.00257023,,0.003071176,0.004131562,0.002792238,0.003207301,0.002686011,0.001959107,0.002220829,0.00331615,,0.003145377
PI 16:0;0_22:6;0,0.042600978,0.039583883,0.044614023,0.030715065,0.045298831,0.030957619,0.036819822,0.031278166,0.032872842,0.043731878,0.037220578,0.032852151,0.052475229,0.060929968,0.051741271
PI 16:1;0_22:5;0,0.007221674,0.006658622,0.005773095,0.004587213,,0.002957448,,0.003374981,,0.005355137,,0.003443471,0.005845901,0.006266893,0.005960316
PI 18:1;0_20:5;0,0.015946426,0.014943214,0.018325497,0.009188238,,0.00843175,0.011862161,0.011297369,0.013017907,,0.011000265,0.010482879,0.014411175,0.01431253,0.013768776
PI 18:2;0_20:4;0,0.012516317,0.014340671,0.010609268,0.007712236,,0.007601494,0.009167487,0.008619802,0.007912397,0.008465141,0.008004589,0.007507505,0.009813148,0.010880175,0.011597974
PI 18:0;0_21:2;0,,,,,,0.003206729,0.003733846,0.0038137,0.003433396,,,,,,
PI 18:1;0_21:1;0,,,,,,0.001028066,0.001286621,0.000988863,0.001316812,,,,,,
PI 19:0;0_20:2;0,,,,,,,0.000596028,0.000551698,0.000434995,,,,,,
PI 19:1;0_20:1;0,,,,,,0.000577319,0.000666359,0.000587747,0.00040466,,,,,,
PI 18:0;0_21:3;0,0.007365464,0.006498542,0.008667204,0.009740698,0.00674891,0.00905508,0.012662367,0.011672239,0.010865005,,0.009576598,0.010620448,0.009352672,0.011545363,0.009309585
PI 18:1;0_21:2;0,,0.002637115,,0.003178285,0.002899856,0.002781607,0.003526185,0.002963904,0.002626086,,0.002141343,0.002486967,0.002577723,0.003438647,0.00304952
PI 19:0;0_20:3;0,0.001358577,0.001057396,0.001817833,0.00165308,0.001495519,0.001659929,0.002190823,0.001741533,0.001351257,,0.001489634,0.001591695,0.001626112,,0.001660974
PI 19:1;0_20:2;0,,,,,,0.000600645,0.000714706,0.000620656,0.000503838,,0.000571739,,,,
PI 17:0;0_22:4;0,,,0.001140065,,,0.00065995,0.000696797,0.000742272,0.001009835,,,0.001241442,0.000739092,,
PI 18:0;0_21:4;0,,,,,,,0.002193797,0.002365661,0.002677314,,0.002470836,,,,0.002578658
PI 18:1;0_21:3;0,0.004660061,0.007071006,0.004245899,0.005561807,0.005507143,0.004596887,0.004317799,0.004357857,0.004660893,,0.003663003,0.004432331,0.004368481,0.005538161,0.004136699
PI 19:0;0_20:4;0,0.004030612,,0.003774307,0.003917096,0.003742725,0.003270387,0.003789593,0.00347233,0.00315637,,0.003132546,0.003432471,0.003641095,0.003940596,0.003240704
PI 19:1;0_20:3;0,,0.001814939,0.000942146,0.00158909,,0.001155346,0.001071643,0.001110822,,,0.000941684,0.000810187,0.001072671,0.000961754,0.000718936
PI 17:0;0_22:5;0,0.003122603,0.003756236,0.00408747,0.002822035,0.005953551,0.003183561,0.003817967,0.003183512,0.007618037,,0.00324188,0.002573868,0.00381685,0.007864033,0.00349014
PI 19:1;0_20:4;0,0.003494184,0.002966635,0.003671798,0.003005768,,0.002977867,0.004177462,0.002990548,,,0.002846122,0.003025237,0.003248818,,0.002641371
PI 16:0;0_24:1;0,,,,0.002028249,0.002836207,0.002043634,0.002638354,0.002414021,0.002242328,,0.001794432,0.001507539,0.001443818,0.001611968,0.001317079
PI 16:1;0_24:0;0,,,,0.000933369,,0.000800179,0.001028706,0.001000481,0.001193795,,0.000843732,0.000669754,0.000848767,0.001029697,0.00080787
PI 18:0;0_22:1;0,,,,0.004274622,0.006086442,0.00420369,0.006245063,0.006136629,0.006180143,,0.004075252,0.004385573,0.003606642,0.005074603,0.003005564
PI 20:0;0_20:1;0,,,,0.000362672,,0.000473438,0.000875216,0.000672129,0.000501685,,,,,,
PI 18:0;0_22:3;0,0.437433566,,0.427179112,,0.20747161,0.159388887,0.248628965,0.311764171,0.249438102,0.885580775,0.436102614,,0.366534087,0.618152662,0.168887216
PI 18:1;0_22:2;0,0.189025897,,0.211151147,,0.123804361,0.102808463,0.118918134,0.133971405,0.140302052,0.304662349,0.149399667,,0.14516515,,0.067241116
PI 20:0;0_20:3;0,,,0.062361303,,,0.028292484,0.045102123,0.06462381,0.050588063,0.090549132,0.044056706,,0.054812736,,0.026676162
PI 20:1;0_20:2;0,,,,,,0.024214246,0.029233945,0.035198844,0.044647615,,,,,,
PI 18:0;0_22:4;0,0.193287029,0.144957929,0.220838619,0.150812018,0.135066148,0.124762653,0.182035961,0.20076418,0.181444136,0.314289929,0.181880817,0.203551119,0.190198064,0.192554918,0.089456777
PI 18:1;0_22:3;0,0.051587698,0.032302823,0.057493001,0.029062672,0.032212914,0.025492132,0.02596913,0.032295163,0.027866382,0.04820298,0.023753117,0.03128309,0.034228353,0.031563902,0.016271525
PI 20:0;0_20:4;0,0.036228358,0.021451243,0.036340936,0.018356161,0.016409192,0.016745667,0.026743411,0.02593607,0.025365198,0.028770188,0.019415701,0.025204645,0.020130814,0.019043447,0.008574574
PI 20:1;0_20:3;0,0.019620907,0.008310426,0.015423742,0.015139439,0.010690122,0.012679216,0.015028955,0.016666186,0.01741179,0.016114017,0.008203948,0.010635021,0.013057814,0.011910934,0.005440468
PI 16:0;0_24:5;0,,,,,,,,,0.003124599,,,,,,
PI 18:0;0_22:5;0,0.120056303,0.112098746,0.129162125,0.11813874,0.122519959,0.115079776,0.165399361,0.157104866,0.154566542,0.160314282,0.143272218,0.129160462,0.177506996,0.18723511,0.154015607
