"path","from","to","score","cal_score","Type","Significant","rep_lipid"
"LPA_16:0;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_51:3;0","LPA_16:0;0","TAG_51:3;0",-7.4714476853401,-0.631457750750919,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_53:3;0","G3P","TAG_53:3;0",-7.47194302470077,-0.631678565553992,"Suppressed","no","18:1;0_18:2;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_52:2;0","G3P","TAG_52:2;0",-7.47284777866561,-0.632081891201903,"Suppressed","no","18:0;0_18:2;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0","G3P","DAG_16:0;0_18:1;0",-7.47379461974357,-0.632503978648962,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_16:1;0_18:1;0 --> PI_16:1;0_18:1;0 --> DAG_16:1;0_18:1;0 --> TAG_49:2;0","G3P","TAG_49:2;0",-8.03489736163777,-0.632839671996924,"Suppressed","no","16:1;0_18:1;0"
"LPA_18:1;0 --> PA_18:1;0_18:2;0 --> PI_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_53:3;0","LPA_18:1;0","TAG_53:3;0",-7.47553280277383,-0.633278834382244,"Suppressed","no","18:1;0_18:2;0"
"PI_16:0;0_18:2;0 --> DAG_16:0;0_18:2;0 --> TAG_56:6;0","PI_16:0;0_18:2;0","TAG_56:6;0",-6.12838106530012,-0.635004759637722,"Suppressed","no","16:0;0_18:2;0"
"G3P --> LPA_18:1;0 --> PA_16:1;0_18:1;0 --> DAG_16:1;0_18:1;0 --> TAG_48:2;0","G3P","TAG_48:2;0",-7.48236270843459,-0.636323503135126,"Suppressed","no","16:1;0_18:1;0"
"G3P --> LPA_18:2;0 --> PA_18:0;0_18:2;0 --> PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_56:5;0","G3P","TAG_56:5;0",-8.04476283695262,-0.637260996578918,"Suppressed","no","18:0;0_18:2;0"
"G3P --> LPA_18:2;0 --> PA_18:1;0_18:2;0 --> PI_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_56:5;0","G3P","TAG_56:5;0",-8.04496367474461,-0.637351004311782,"Suppressed","no","18:1;0_18:2;0"
"G3P --> LPA_18:1;0 --> PA_16:1;0_18:1;0 --> PI_16:1;0_18:1;0 --> DAG_16:1;0_18:1;0 --> TAG_48:2;0","G3P","TAG_48:2;0",-8.04685588323133,-0.638199018992231,"Suppressed","no","16:1;0_18:1;0"
"PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_54:5;0","PA_18:1;0_18:3;0","TAG_54:5;0",-6.85213384932826,-0.638352937991198,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:0;0 --> PA_16:0;0_18:0;0 --> PI_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_51:2;0","LPA_18:0;0","TAG_51:2;0",-7.48872640067045,-0.639160340987043,"Suppressed","no","16:0;0_18:0;0"
"LPA_18:1;0 --> PA_16:1;0_18:1;0 --> PI_16:1;0_18:1;0 --> DAG_16:1;0_18:1;0 --> TAG_48:3;0","LPA_18:1;0","TAG_48:3;0",-7.48961976044041,-0.639558587275024,"Suppressed","no","16:1;0_18:1;0"
"LPA_18:2;0 --> PA_18:2;0_20:3;0 --> DAG_18:2;0_20:3;0 --> PC_18:2;0_20:3;0 --> LPC_20:3;0","LPA_18:2;0","LPC_20:3;0",-7.49096080910307,-0.640156406507398,"Suppressed","no","18:2;0_20:3;0"
"DAG_16:0;0_18:1;0 --> TAG_56:4;0","DAG_16:0;0_18:1;0","TAG_56:4;0",-5.29342832673594,-0.640569578457038,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_18:0;0 --> PI_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_56:6;0","G3P","TAG_56:6;0",-8.05278792937341,-0.640857532707228,"Suppressed","no","16:0;0_18:0;0"
"LPA_18:0;0 --> PA_18:0;0_18:2;0 --> PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_52:2;0","LPA_18:0;0","TAG_52:2;0",-7.49337794032562,-0.641233927086807,"Suppressed","no","18:0;0_18:2;0"
"PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0","PA_18:1;0_18:2;0","DAG_18:1;0_18:2;0",-5.29649551543763,-0.641941642257009,"Suppressed","no","18:1;0_18:2;0"
"LPA_18:1;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_49:2;0","LPA_18:1;0","TAG_49:2;0",-7.49764928600267,-0.643138028455348,"Suppressed","no","16:0;0_18:1;0"
"PI_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_48:1;0","PI_16:0;0_18:0;0","TAG_48:1;0",-6.14802311192636,-0.64369683634373,"Suppressed","no","16:0;0_18:0;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_54:7;0","G3P","TAG_54:7;0",-8.05973885285164,-0.643972667848825,"Suppressed","no","18:1;0_18:3;0"
"DAG_16:0;0_18:2;0 --> TAG_51:3;0","DAG_16:0;0_18:2;0","TAG_51:3;0",-5.30214149211497,-0.644467290649689,"Suppressed","no","16:0;0_18:2;0"
"PA_18:1;0_18:2;0 --> PI_18:1;0_18:2;0","PA_18:1;0_18:2;0","PI_18:1;0_18:2;0",-5.30660645849205,-0.646464630666854,"Suppressed","no","18:1;0_18:2;0"
"PI_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0","PI_18:1;0_18:2;0","DAG_18:1;0_18:2;0",-5.30660645849205,-0.646464630666854,"Suppressed","no","18:1;0_18:2;0"
"LPA_18:1;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_49:1;0","LPA_18:1;0","TAG_49:1;0",-6.87040624463599,-0.646570626313676,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0","G3P","PI_18:1;0_18:3;0",-6.87120003112555,-0.64692761782223,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:0;0 --> PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_50:2;0","LPA_18:0;0","TAG_50:2;0",-6.87139176172239,-0.64701384528503,"Suppressed","no","18:0;0_18:2;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_52:3;0","G3P","TAG_52:3;0",-7.50779690193791,-0.647661682322452,"Suppressed","no","18:1;0_18:2;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_53:4;0","G3P","TAG_53:4;0",-7.50815883133972,-0.647823024981515,"Suppressed","no","18:0;0_18:2;0"
"DAG_18:1;0_18:3;0 --> PE_18:1;0_18:3;0 --> PC_18:1;0_18:3;0","DAG_18:1;0_18:3;0","PC_18:1;0_18:3;0",-6.15843317155838,-0.648303537394667,"Suppressed","no","18:1;0_18:3;0"
"PA_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_48:1;0","PA_16:0;0_18:0;0","TAG_48:1;0",-6.15851385331134,-0.648339241005337,"Suppressed","no","16:0;0_18:0;0"
"LPA_18:1;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_48:2;0","LPA_18:1;0","TAG_48:2;0",-7.51074919006508,-0.648977767764441,"Suppressed","no","16:0;0_18:1;0"
"DAG_16:0;0_18:2;0 --> TAG_52:6;0","DAG_16:0;0_18:2;0","TAG_52:6;0",-5.31277770971054,-0.649225253250248,"Suppressed","no","16:0;0_18:2;0"
"LPA_18:1;0 --> PA_18:1;0_18:2;0 --> PI_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_52:3;0","LPA_18:1;0","TAG_52:3;0",-7.51138668001097,-0.649261951150704,"Suppressed","no","18:1;0_18:2;0"
"LPA_16:0;0 --> PA_16:0;0_18:0;0 --> PI_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_54:3;0","LPA_16:0;0","TAG_54:3;0",-7.5116399556102,-0.649374857586188,"Suppressed","no","16:0;0_18:0;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_50:1;0","G3P","TAG_50:1;0",-7.51170144777759,-0.649402269865344,"Suppressed","no","16:0;0_18:1;0"
"LPA_18:1;0 --> PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_54:4;0","LPA_18:1;0","TAG_54:4;0",-6.87784829248573,-0.649917556405773,"Suppressed","no","18:1;0_18:2;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_54:3;0","G3P","TAG_54:3;0",-8.07494419367399,-0.650787113682397,"Suppressed","no","16:0;0_18:1;0"
"LPA_18:1;0 --> PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0","LPA_18:1;0","DAG_18:1;0_18:2;0",-6.16588517202082,-0.651601226320131,"Suppressed","no","18:1;0_18:2;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_16:0;0","G3P","LPC_16:0;0",-8.07786657859297,-0.652096813607434,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0","G3P","DAG_18:1;0_18:3;0",-6.88322233681408,-0.652334438296615,"Suppressed","no","18:1;0_18:3;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_54:4;0","G3P","TAG_54:4;0",-8.07841023679119,-0.65234046019103,"Suppressed","no","16:0;0_18:1;0"
"PA_18:0;0_18:2;0 --> PI_18:0;0_18:2;0","PA_18:0;0_18:2;0","PI_18:0;0_18:2;0",-5.31982507700508,-0.65237779405891,"Suppressed","no","18:0;0_18:2;0"
"PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0","PI_18:0;0_18:2;0","DAG_18:0;0_18:2;0",-5.31982507700508,-0.65237779405891,"Suppressed","no","18:0;0_18:2;0"
"LPA_18:1;0 --> PA_16:1;0_18:1;0 --> DAG_16:1;0_18:1;0 --> TAG_48:3;0","LPA_18:1;0","TAG_48:3;0",-6.88383980535501,-0.65261213390974,"Suppressed","no","16:1;0_18:1;0"
"PE_18:1;0_18:1;0 --> LPE_18:1;0","PE_18:1;0_18:1;0","LPE_18:1;0",-5.32124767180903,-0.653014171870114,"Suppressed","no","18:1;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:2;0","G3P","PA_18:1;0_18:2;0",-6.1695063388902,-0.653203679506035,"Suppressed","no","18:1;0_18:2;0"
"LPA_16:0;0 --> PA_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_51:2;0","LPA_16:0;0","TAG_51:2;0",-6.88663247708927,-0.653868088890608,"Suppressed","no","16:0;0_18:0;0"
"LPA_18:3;0 --> PA_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> PE_18:1;0_18:3;0","LPA_18:3;0","PE_18:1;0_18:3;0",-6.88678386015947,-0.653936170763142,"Suppressed","no","18:1;0_18:3;0"
"G3P --> LPA_18:0;0 --> PA_16:0;0_18:0;0 --> PI_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_52:2;0","G3P","TAG_52:2;0",-8.08229489086449,-0.65408141194436,"Suppressed","no","16:0;0_18:0;0"
"LPA_18:3;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_52:4;0","LPA_18:3;0","TAG_52:4;0",-7.52286134898093,-0.654377185210699,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:1;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_54:6;0","LPA_18:1;0","TAG_54:6;0",-7.52287422711933,-0.654382926090226,"Suppressed","no","18:1;0_18:3;0"
"LPA_16:0;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_52:4;0","LPA_16:0;0","TAG_52:4;0",-6.88813885459107,-0.65454555567027,"Suppressed","no","16:0;0_18:1;0"
"LPA_18:1;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_52:5;0","LPA_18:1;0","TAG_52:5;0",-7.52333276352498,-0.654587334691994,"Suppressed","no","18:1;0_18:3;0"
"DAG_18:0;0_18:2;0 --> TAG_49:2;0","DAG_18:0;0_18:2;0","TAG_49:2;0",-5.32508158031749,-0.6547292170103,"Suppressed","no","18:0;0_18:2;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_52:2;0","G3P","TAG_52:2;0",-7.52457539753176,-0.655141282157692,"Suppressed","no","16:0;0_18:0;0"
"LPA_18:1;0 --> PA_18:1;0_18:2;0 --> PI_18:1;0_18:2;0","LPA_18:1;0","PI_18:1;0_18:2;0",-6.17414072245471,-0.655254505379444,"Suppressed","no","18:1;0_18:2;0"
"PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_50:4;0","PI_18:1;0_18:3;0","TAG_50:4;0",-6.17427867356417,-0.655315552053852,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:1;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_51:4;0","LPA_18:1;0","TAG_51:4;0",-7.52627851227726,-0.655900504979461,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:3;0 --> PA_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> PC_18:1;0_18:3;0 --> LPC_18:1;0","LPA_18:3;0","LPC_18:1;0",-7.5269726846434,-0.656209956532274,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:0;0 --> PA_18:0;0_18:2;0 --> PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_53:4;0","LPA_18:0;0","TAG_53:4;0",-7.52868899299973,-0.656975060866419,"Suppressed","no","18:0;0_18:2;0"
"PA_16:0;0_18:0;0 --> PI_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_52:4;0","PA_16:0;0_18:0;0","TAG_52:4;0",-6.89558815834025,-0.657895748975485,"Suppressed","no","16:0;0_18:0;0"
"PE_18:0;0_18:1;0 --> LPE_18:0;0","PE_18:0;0_18:1;0","LPE_18:0;0",-5.3325359810939,-0.658063838532008,"Suppressed","no","18:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_54:4;0","G3P","TAG_54:4;0",-7.5322016309433,-0.658540941790425,"Suppressed","no","18:1;0_18:3;0"
"LPA_16:0;0 --> PA_16:0;0_18:0;0","LPA_16:0;0","PA_16:0;0_18:0;0",-5.33432339826959,-0.658863414508818,"Suppressed","no","16:0;0_18:0;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_58:7;0","G3P","TAG_58:7;0",-8.09388881613431,-0.659277360964686,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:2;0 --> PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_56:8;0","LPA_18:2;0","TAG_56:8;0",-6.89894246389721,-0.659404288887263,"Suppressed","no","18:1;0_18:2;0"
"PA_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_50:4;0","PA_18:1;0_18:3;0","TAG_50:4;0",-6.18357002086685,-0.65942719606905,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:0;0 --> PA_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_52:4;0","LPA_18:0;0","TAG_52:4;0",-6.90000338828249,-0.659881420964646,"Suppressed","no","16:0;0_18:0;0"
"LPA_16:0;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0","LPA_16:0;0","DAG_16:0;0_18:1;0",-6.90030082508722,-0.66001518793475,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_54:6;0","G3P","TAG_54:6;0",-7.53554665820404,-0.6600321044044,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_52:5;0","G3P","TAG_52:5;0",-7.53600519460968,-0.660236513006168,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:2;0 --> PI_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_56:7;0","G3P","TAG_56:7;0",-8.09603199657089,-0.660237851569089,"Suppressed","no","18:1;0_18:2;0"
"PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PE_16:0;0_18:1;0 --> LPE_16:0;0","PA_16:0;0_18:1;0","LPE_16:0;0",-6.90205222371422,-0.660802848654799,"Suppressed","no","16:0;0_18:1;0"
"PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PE_16:0;0_18:1;0 --> LPE_18:1;0","PA_16:0;0_18:1;0","LPE_18:1;0",-6.90707353660326,-0.663061095786433,"Suppressed","no","16:0;0_18:1;0"
"PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> PE_18:1;0_18:3;0","PA_18:1;0_18:3;0","PE_18:1;0_18:3;0",-6.90736921858017,-0.663194073553602,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:2;0 --> PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_58:6;0","LPA_18:2;0","TAG_58:6;0",-6.90798384410108,-0.663470490568491,"Suppressed","no","18:0;0_18:2;0"
"DAG_18:0;0_18:2;0 --> TAG_48:2;0","DAG_18:0;0_18:2;0","TAG_48:2;0",-5.34579434730095,-0.663994782496897,"Suppressed","no","18:0;0_18:2;0"
"PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> PC_18:1;0_18:3;0 --> LPC_18:1;0","PA_18:1;0_18:3;0","LPC_18:1;0",-7.54538478895135,-0.664417794450629,"Suppressed","no","18:1;0_18:3;0"
"G3P --> LPA_20:4;0 --> PA_18:2;0_20:4;0 --> DAG_18:2;0_20:4;0","G3P","DAG_18:2;0_20:4;0",-6.91058583128228,-0.664640688526347,"Suppressed","no","18:2;0_20:4;0"
"LPA_16:0;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_16:0;0","LPA_16:0;0","LPC_16:0;0",-7.54688154751849,-0.66508502680585,"Suppressed","no","16:0;0_18:1;0"
"LPA_16:0;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_54:4;0","LPA_16:0;0","TAG_54:4;0",-7.54747709523596,-0.665350512980377,"Suppressed","no","16:0;0_18:1;0"
"PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_56:4;0","PA_16:0;0_18:1;0","TAG_56:4;0",-6.19712914760048,-0.665427434836316,"Suppressed","no","16:0;0_18:1;0"
"PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_49:1;0","PA_16:0;0_18:1;0","TAG_49:1;0",-6.91367767001454,-0.666031188601303,"Suppressed","no","16:0;0_18:1;0"
"LPA_18:3;0 --> PA_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> PC_18:1;0_18:3;0","LPA_18:3;0","PC_18:1;0_18:3;0",-6.91551593282262,-0.66685791495859,"Suppressed","no","18:1;0_18:3;0"
"PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PE_16:0;0_18:1;0 --> LPE_16:0;0","PI_16:0;0_18:1;0","LPE_16:0;0",-6.91609674259542,-0.667119123935689,"Suppressed","no","16:0;0_18:1;0"
"PA_18:1;0_18:2;0 --> PI_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_54:7;0","PA_18:1;0_18:2;0","TAG_54:7;0",-6.91643373871306,-0.66727068201081,"Suppressed","no","18:1;0_18:2;0"
"PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_52:4;0","PA_18:1;0_18:2;0","TAG_52:4;0",-6.20180727632221,-0.667497618990934,"Suppressed","no","18:1;0_18:2;0"
"PC_18:2;0_20:3;0 --> LPC_18:2;0","PC_18:2;0_20:3;0","LPC_18:2;0",-5.35428430754558,-0.667792647006652,"Suppressed","no","18:2;0_20:3;0"
"LPA_18:1;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_54:5;0","LPA_18:1;0","TAG_54:5;0",-7.55501105925281,-0.668709040311025,"Suppressed","no","18:1;0_18:3;0"
"PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PE_16:0;0_18:1;0 --> LPE_18:1;0","PI_16:0;0_18:1;0","LPE_18:1;0",-6.92111805548446,-0.669377371067323,"Suppressed","no","16:0;0_18:1;0"
"LPA_18:2;0 --> PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_58:8;0","LPA_18:2;0","TAG_58:8;0",-6.92267478059733,-0.670077480799293,"Suppressed","no","18:0;0_18:2;0"
"PI_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_52:4;0","PI_18:1;0_18:2;0","TAG_52:4;0",-6.2100628267561,-0.671150898050248,"Suppressed","no","18:1;0_18:2;0"
"DAG_16:0;0_18:0;0 --> TAG_49:1;0","DAG_16:0;0_18:0;0","TAG_49:1;0",-5.363464414544,-0.671899238976509,"Suppressed","no","16:0;0_18:0;0"
"DAG_18:2;0_18:2;0 --> TAG_58:10;0","DAG_18:2;0_18:2;0","TAG_58:10;0",-5.36365444245898,-0.671984245296135,"Suppressed","no","18:2;0_18:2;0"
"LPA_18:2;0 --> PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_58:6;0","LPA_18:2;0","TAG_58:6;0",-6.92716974378947,-0.672099011414842,"Suppressed","no","18:1;0_18:2;0"
"PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_56:4;0","PI_16:0;0_18:1;0","TAG_56:4;0",-6.21334636111388,-0.672603940752349,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:3;0 --> PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> TAG_54:7;0","G3P","TAG_54:7;0",-8.12602894482879,-0.673681323929498,"Suppressed","no","18:1;0_18:3;0"
"LPA_18:0;0 --> PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_51:3;0","LPA_18:0;0","TAG_51:3;0",-6.93160017162745,-0.674091518390234,"Suppressed","no","18:0;0_18:2;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_54:5;0","G3P","TAG_54:5;0",-7.56768349033752,-0.674358218625199,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_52:3;0","G3P","TAG_52:3;0",-8.1277823478343,-0.674467131360259,"Suppressed","no","16:0;0_18:1;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_18:2;0 --> PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_56:6;0","G3P","TAG_56:6;0",-8.12847621458103,-0.674778095607398,"Suppressed","no","18:0;0_18:2;0"
"G3P --> LPA_18:0;0 --> PA_16:0;0_18:0;0","G3P","PA_16:0;0_18:0;0",-6.2186779422229,-0.674963293260045,"Suppressed","no","16:0;0_18:0;0"
"LPA_16:0;0 --> PA_16:0;0_18:0;0 --> PI_16:0;0_18:0;0 --> DAG_16:0;0_18:0;0 --> TAG_52:3;0","LPA_16:0;0","TAG_52:3;0",-7.56952125347128,-0.675177465664098,"Suppressed","no","16:0;0_18:0;0"
"PA_18:1;0_18:3;0 --> PI_18:1;0_18:3;0 --> DAG_18:1;0_18:3;0 --> PC_18:1;0_18:3;0","PA_18:1;0_18:3;0","PC_18:1;0_18:3;0",-6.93610129124333,-0.676115817749049,"Suppressed","no","18:1;0_18:3;0"
"DAG_16:1;0_18:1;0 --> TAG_48:3;0","DAG_16:1;0_18:1;0","TAG_48:3;0",-5.37316987549115,-0.676240840658952,"Suppressed","no","16:1;0_18:1;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_18:1;0 --> DAG_18:1;0_18:1;0 --> PE_18:1;0_18:1;0 --> LPE_18:1;0","G3P","LPE_18:1;0",-8.1337921725243,-0.677160502413083,"Suppressed","no","18:1;0_18:1;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_54:3;0","G3P","TAG_54:3;0",-7.57402215624439,-0.677183900117767,"Suppressed","no","18:0;0_18:2;0"
"LPA_18:2;0 --> PA_18:1;0_18:2;0 --> DAG_18:1;0_18:2;0 --> TAG_58:8;0","LPA_18:2;0","TAG_58:8;0",-6.94186068028572,-0.678706001645644,"Suppressed","no","18:1;0_18:2;0"
"G3P --> LPA_16:1;0 --> PA_16:1;0_18:1;0 --> PI_16:1;0_18:1;0 --> DAG_16:1;0_18:1;0 --> TAG_56:4;0","G3P","TAG_56:4;0",-8.13793491286701,-0.679017118453311,"Suppressed","no","16:1;0_18:1;0"
"LPA_16:0;0 --> PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> TAG_50:1;0","LPA_16:0;0","TAG_50:1;0",-6.94268194723495,-0.679075352007468,"Suppressed","no","16:0;0_18:1;0"
"PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> TAG_50:3;0","PA_18:0;0_18:2;0","TAG_50:3;0",-6.22828899957209,-0.679216416638411,"Suppressed","no","18:0;0_18:2;0"
"G3P --> LPA_18:1;0 --> PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_16:0;0","G3P","LPC_16:0;0",-8.71678478726984,-0.67995430820346,"Suppressed","no","16:0;0_18:1;0"
"LPA_18:2;0 --> PA_16:0;0_18:2;0 --> DAG_16:0;0_18:2;0 --> TAG_56:5;0","LPA_18:2;0","TAG_56:5;0",-6.94466381448735,-0.679966661937143,"Suppressed","no","16:0;0_18:2;0"
