"name","sub_class_id","FA_sum","FA_split"
"PA(O-20:0/17:1(9Z))","[GP1002]","37:1","20:0_17:1"
"PA(O-20:0/18:3(6Z,9Z,12Z))","[GP1002]","38:3","20:0_18:3"
"PA(O-20:0/20:5(5Z,8Z,11Z,14Z,17Z))","[GP1002]","40:5","20:0_20:5"
"PA(18:0/22:4(7Z,10Z,13Z,16Z))","[GP1001]","40:4","18:0_22:4"
"PA(16:0/16:1(9Z))","[GP1001]","32:1","16:0_16:1"
"PA(15:0/16:0)","[GP1001]","31:0","15:0_16:0"
"PA(15:0/13:0)","[GP1001]","28:0","13:0_15:0"
"PA(P-20:0/18:3(9Z,12Z,15Z))","[GP1003]","38:3","20:0_18:3"
"PI(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0601]","37:6","15:0_22:6"
"PA(O-18:0/20:0)","[GP1002]","38:0","18:0_20:0"
"PI(14:0/21:0)","[GP0601]","35:0","14:0_21:0"
"PI(18:2(9Z,12Z)/13:0)","[GP0601]","31:2","13:0_18:2"
"PI(19:1(9Z)/13:0)","[GP0601]","32:1","13:0_19:1"
"PI(18:3(9Z,12Z,15Z)/15:0)","[GP0601]","33:3","15:0_18:3"
"PI(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))","[GP0601]","36:7","18:3_18:4"
"PI(20:2(11Z,14Z)/17:2(9Z,12Z))","[GP0601]","37:4","17:2_20:2"
"PI(20:3(8Z,11Z,14Z)/17:1(9Z))","[GP0601]","37:4","17:1_20:3"
"PI(20:4(5Z,8Z,11Z,14Z)/17:2(9Z,12Z))","[GP0601]","37:6","17:2_20:4"
"PI(22:1(11Z)/17:2(9Z,12Z))","[GP0601]","39:3","17:2_22:1"
"PI(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))","[GP0601]","42:7","20:5_22:2"
"PI(20:2(11Z,14Z)/14:0)","[GP0601]","34:2","14:0_20:2"
"PI(21:0/22:2(13Z,16Z))","[GP0601]","43:2","21:0_22:2"
"PI(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))","[GP0601]","44:6","22:2_22:4"
"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)","[GP0601]","37:6","15:0_22:6"
"PI(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))","[GP0601]","40:7","18:3_22:4"
"PI(19:0/18:0)","[GP0601]","37:0","18:0_19:0"
"PI(18:0/12:0)","[GP0601]","30:0","12:0_18:0"
"PG(12:0/22:1(11Z))","[GP0401]","34:1","12:0_22:1"
"PG(13:0/15:1(9Z))","[GP0401]","28:1","13:0_15:1"
"PG(12:0/20:2(11Z,14Z))","[GP0401]","32:2","12:0_20:2"
"PG(14:0/22:2(13Z,16Z))","[GP0401]","36:2","14:0_22:2"
"PG(14:1(9Z)/18:1(9Z))","[GP0401]","32:2","14:1_18:1"
"PG(14:1(9Z)/17:2(9Z,12Z))","[GP0401]","31:3","14:1_17:2"
"PG(15:1(9Z)/17:1(9Z))","[GP0401]","32:2","15:1_17:1"
"PG(16:1(9Z)/18:3(9Z,12Z,15Z))","[GP0401]","34:4","16:1_18:3"
"PG(17:1(9Z)/17:0)","[GP0401]","34:1","17:0_17:1"
"PG(17:1(9Z)/20:2(11Z,14Z))","[GP0401]","37:3","17:1_20:2"
"PG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z))","[GP0401]","37:5","17:1_20:4"
"PG(18:2(9Z,12Z)/17:1(9Z))","[GP0401]","35:3","17:1_18:2"
"PG(18:4(6Z,9Z,12Z,15Z)/15:0)","[GP0401]","33:4","15:0_18:4"
"PG(18:2(9Z,12Z)/19:0)","[GP0401]","37:2","18:2_19:0"
"PG(19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0401]","41:7","19:1_22:6"
"PG(20:2(11Z,14Z)/15:1(9Z))","[GP0401]","35:3","15:1_20:2"
"PG(22:2(13Z,16Z)/15:1(9Z))","[GP0401]","37:3","15:1_22:2"
"PG(22:2(13Z,16Z)/19:1(9Z))","[GP0401]","41:3","19:1_22:2"
"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))","[GP0401]","36:7","14:1_22:6"
"PG(22:2(13Z,16Z)/16:1(9Z))","[GP0401]","38:3","16:1_22:2"
"PG(22:4(7Z,10Z,13Z,16Z)/19:0)","[GP0401]","41:4","19:0_22:4"
"PG(22:4(7Z,10Z,13Z,16Z)/17:1(9Z))","[GP0401]","39:5","17:1_22:4"
"PG(21:0/14:0)","[GP0401]","35:0","14:0_21:0"
"PS(13:0/12:0)","[GP0301]","25:0","12:0_13:0"
"PS(13:0/14:0)","[GP0301]","27:0","13:0_14:0"
"PG(16:0/17:0)","[GP0401]","33:0","16:0_17:0"
"PS(12:0/16:1(9Z))","[GP0301]","28:1","12:0_16:1"
"PS(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0301]","34:6","14:1_20:5"
"PS(16:1(9Z)/18:3(6Z,9Z,12Z))","[GP0301]","34:4","16:1_18:3"
"PS(17:1(9Z)/20:1(11Z))","[GP0301]","37:2","17:1_20:1"
"PS(17:2(9Z,12Z)/17:1(9Z))","[GP0301]","34:3","17:1_17:2"
"PS(17:2(9Z,12Z)/21:0)","[GP0301]","38:2","17:2_21:0"
"PS(19:0/14:1(9Z))","[GP0301]","33:1","14:1_19:0"
"PS(18:3(9Z,12Z,15Z)/19:1(9Z))","[GP0301]","37:4","18:3_19:1"
"PS(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))","[GP0301]","36:6","18:3_18:3"
"PS(19:0/18:1(9Z))","[GP0301]","37:1","18:1_19:0"
"PS(19:1(9Z)/20:0)","[GP0301]","39:1","19:1_20:0"
"PS(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0301]","42:7","20:1_22:6"
"PS(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","[GP0301]","42:8","20:4_22:4"
"PS(20:2(11Z,14Z)/14:1(9Z))","[GP0301]","34:3","14:1_20:2"
"PS(20:5(5Z,8Z,11Z,14Z,17Z)/21:0)","[GP0301]","41:5","20:5_21:0"
"PS(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)","[GP0301]","35:5","15:0_20:5"
"DG(12:0/22:1(11Z)/0:0)[iso2]","[GL0201]","34:1","12:0_22:1"
"DG(14:1(9Z)/22:0/0:0)[iso2]","[GL0201]","36:1","14:1_22:0"
"DG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]","[GL0201]","37:5","15:0_22:5"
"DG(15:1(9Z)/21:0/0:0)[iso2]","[GL0201]","36:1","15:1_21:0"
"DG(19:1(9Z)/18:1(9Z)/0:0)[iso2]","[GL0201]","37:2","18:1_19:1"
"DG(19:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","39:4","19:1_20:3"
"DG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","39:5","19:1_20:4"
"DG(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]","[GL0201]","36:7","18:3_18:4"
"TG(13:0/13:0/13:0)","[GL0301]","39:0","13:0_13:0_13:0"
"TG(13:0/15:1(9Z)/15:1(9Z))[iso3]","[GL0301]","43:2","13:0_15:1_15:1"
"TG(14:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","[GL0301]","48:5","14:0_14:0_20:5"
"TG(14:0/14:0/22:2(13Z,16Z))[iso3]","[GL0301]","50:2","14:0_14:0_22:2"
"TG(12:0/22:0/22:0)[iso3]","[GL0301]","56:0","12:0_22:0_22:0"
"TG(15:0/15:0/16:1(9Z))[iso3]","[GL0301]","46:1","15:0_15:0_16:1"
"TG(15:0/15:0/19:1(9Z))[iso3]","[GL0301]","49:1","15:0_15:0_19:1"
"TG(15:1(9Z)/15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","[GL0301]","50:7","15:1_15:1_20:5"
"TG(15:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]","[GL0301]","55:4","15:0_20:2_20:2"
"TG(15:1(9Z)/19:1(9Z)/19:1(9Z))[iso3]","[GL0301]","53:3","15:1_19:1_19:1"
"TG(16:0/19:1(9Z)/19:1(9Z))[iso3]","[GL0301]","54:2","16:0_19:1_19:1"
"TG(16:1(9Z)/22:1(11Z)/22:1(11Z))[iso3]","[GL0301]","60:3","16:1_22:1_22:1"
"TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/22:1(11Z))[iso3]","[GL0301]","58:7","18:3_18:3_22:1"
"TG(18:4(6Z,9Z,12Z,15Z)/19:1(9Z)/19:1(9Z))[iso3]","[GL0301]","56:6","18:4_19:1_19:1"
"TG(19:1(9Z)/19:1(9Z)/22:1(11Z))[iso3]","[GL0301]","60:3","19:1_19:1_22:1"
"TG(12:0/13:0/22:0)[iso6]","[GL0301]","47:0","12:0_13:0_22:0"
"TG(20:1(11Z)/20:1(11Z)/22:1(11Z))[iso3]","[GL0301]","62:3","20:1_20:1_22:1"
"TG(12:0/14:0/18:2(9Z,12Z))[iso6]","[GL0301]","44:2","12:0_14:0_18:2"
"TG(12:0/14:0/20:2(11Z,14Z))[iso6]","[GL0301]","46:2","12:0_14:0_20:2"
"TG(12:0/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","44:5","12:0_14:1_18:4"
"TG(12:0/14:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","46:4","12:0_14:1_20:3"
"TG(12:0/14:1(9Z)/21:0)[iso6]","[GL0301]","47:1","12:0_14:1_21:0"
"TG(12:0/15:0/16:0)[iso6]","[GL0301]","43:0","12:0_15:0_16:0"
"TG(12:0/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6]","[GL0301]","52:5","12:0_18:3_22:2"
"TG(12:0/18:3(9Z,12Z,15Z)/22:0)[iso6]","[GL0301]","52:3","12:0_18:3_22:0"
"TG(12:0/17:1(9Z)/18:2(9Z,12Z))[iso6]","[GL0301]","47:3","12:0_17:1_18:2"
"TG(12:0/17:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","47:5","12:0_17:1_18:4"
"TG(12:0/17:1(9Z)/20:1(11Z))[iso6]","[GL0301]","49:2","12:0_17:1_20:1"
"TG(12:0/17:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","51:4","12:0_17:1_22:3"
"TG(12:0/17:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]","[GL0301]","47:5","12:0_17:2_18:3"
"TG(13:0/15:0/22:1(11Z))[iso6]","[GL0301]","50:1","13:0_15:0_22:1"
"TG(13:0/15:1(9Z)/20:1(11Z))[iso6]","[GL0301]","48:2","13:0_15:1_20:1"
"TG(13:0/16:1(9Z)/20:1(11Z))[iso6]","[GL0301]","49:2","13:0_16:1_20:1"
"TG(13:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","53:6","13:0_18:0_22:6"
"TG(13:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6]","[GL0301]","51:5","13:0_18:3_20:2"
"TG(13:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6]","[GL0301]","51:5","13:0_18:4_20:1"
"TG(13:0/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","55:5","13:0_20:1_22:4"
"TG(13:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","55:7","13:0_20:4_22:3"
"TG(14:0/14:1(9Z)/17:1(9Z))[iso6]","[GL0301]","45:2","14:0_14:1_17:1"
"TG(14:0/16:0/20:1(11Z))[iso6]","[GL0301]","50:1","14:0_16:0_20:1"
"TG(14:0/15:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","51:5","14:0_15:0_22:5"
"TG(14:0/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6]","[GL0301]","54:6","14:0_18:4_22:2"
"TG(14:0/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","54:4","14:0_20:1_20:3"
"TG(14:0/22:1(11Z)/22:2(13Z,16Z))[iso6]","[GL0301]","58:3","14:0_22:1_22:2"
"TG(14:1(9Z)/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","50:5","14:1_16:1_20:3"
"TG(14:1(9Z)/18:2(9Z,12Z)/21:0)[iso6]","[GL0301]","53:3","14:1_18:2_21:0"
"TG(14:1(9Z)/17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","53:7","14:1_17:0_22:6"
"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","54:11","14:1_18:4_22:6"
"TG(14:1(9Z)/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","54:5","14:1_20:1_20:3"
"TG(15:0/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","57:4","15:0_20:1_22:3"
"TG(15:0/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","55:5","15:0_20:2_20:3"
"TG(15:0/22:0/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","59:4","15:0_22:0_22:4"
"TG(15:1(9Z)/17:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","54:7","15:1_17:1_22:5"
"TG(15:1(9Z)/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","51:5","15:1_18:0_18:4"
"TG(15:1(9Z)/18:1(9Z)/22:0)[iso6]","[GL0301]","55:2","15:1_18:1_22:0"
"TG(15:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","53:7","15:1_18:3_20:3"
"TG(15:1(9Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]","[GL0301]","53:5","15:1_18:3_20:1"
"TG(15:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6]","[GL0301]","53:5","15:1_18:4_20:0"
"TG(16:0/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]","[GL0301]","56:4","16:0_18:4_22:0"
"TG(16:0/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","56:6","16:0_18:3_22:3"
"TG(16:1(9Z)/17:2(9Z,12Z)/19:1(9Z))[iso6]","[GL0301]","52:4","16:1_17:2_19:1"
"TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6]","[GL0301]","56:6","16:1_18:4_22:1"
"TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6]","[GL0301]","53:5","16:1_18:4_19:0"
"TG(16:1(9Z)/19:1(9Z)/22:0)[iso6]","[GL0301]","57:2","16:1_19:1_22:0"
"TG(16:1(9Z)/19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","57:8","16:1_19:1_22:6"
"TG(17:0/17:1(9Z)/22:1(11Z))[iso6]","[GL0301]","56:2","17:0_17:1_22:1"
"TG(17:0/18:2(9Z,12Z)/19:1(9Z))[iso6]","[GL0301]","54:3","17:0_18:2_19:1"
"TG(17:0/20:0/22:1(11Z))[iso6]","[GL0301]","59:1","17:0_20:0_22:1"
"TG(18:0/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","58:8","18:0_18:3_22:5"
"TG(17:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","57:10","17:1_18:4_22:5"
"TG(17:1(9Z)/19:1(9Z)/20:0)[iso6]","[GL0301]","56:2","17:1_19:1_20:0"
"TG(17:2(9Z,12Z)/18:1(9Z)/19:1(9Z))[iso6]","[GL0301]","54:4","17:2_18:1_19:1"
"TG(17:2(9Z,12Z)/18:3(6Z,9Z,12Z)/19:1(9Z))[iso6]","[GL0301]","54:6","17:2_18:3_19:1"
"TG(18:1(9Z)/20:0/22:1(11Z))[iso6]","[GL0301]","60:2","18:1_20:0_22:1"
"TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","60:6","18:2_20:3_22:1"
"TG(18:3(6Z,9Z,12Z)/20:1(11Z)/22:1(11Z))[iso6]","[GL0301]","60:5","18:3_20:1_22:1"
"TG(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:14","18:3_20:5_22:6"
"TG(18:4(6Z,9Z,12Z,15Z)/20:0/22:0)[iso6]","[GL0301]","60:4","18:4_20:0_22:0"
"TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","60:9","18:4_20:4_22:1"
"TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:11","18:4_20:1_22:6"
"TG(18:4(6Z,9Z,12Z,15Z)/21:0/22:2(13Z,16Z))[iso6]","[GL0301]","61:6","18:4_21:0_22:2"
"TG(19:0/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","58:4","19:0_19:1_20:3"
"TG(19:0/22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","63:7","19:0_22:1_22:6"
"TG(20:1(11Z)/21:0/22:1(11Z))[iso6]","[GL0301]","63:2","20:1_21:0_22:1"
"TG(20:3(8Z,11Z,14Z)/22:1(11Z)/22:2(13Z,16Z))[iso6]","[GL0301]","64:6","20:3_22:1_22:2"
"TG(20:1(11Z)/22:0/22:1(11Z))[iso6]","[GL0301]","64:2","20:1_22:0_22:1"
"PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","[GP0101]","38:6","16:1_22:5"
"PC(P-16:0/18:1(11Z))","[GP0103]","34:1","16:0_18:1"
"PC(P-18:1(11Z)/24:0)","[GP0103]","42:1","18:1_24:0"
"PC(P-18:1(9Z)/22:2(13Z,16Z))","[GP0103]","40:3","18:1_22:2"
"PI(10:0/18:0)","[GP0601]","28:0","10:0_18:0"
"Cer(d20:0/26:0)","[SP0202]","46:0","20:0_26:0"
"Cer(t18:0/20:0)","[SP0203]","38:0","18:0_20:0"
"Cer(t20:0/26:0)","[SP0203]","46:0","20:0_26:0"
"GlcCer(d14:2(4E,6E)/24:0(2OH))","[SP0501]","38:2","14:2_24:0"
"PE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))","[GP0205]","22:5","22:5"
"CL(1'-[18:0/18:1(9Z)],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","72:5","16:0_18:0_18:1_20:4"
"CL(1'-[18:0/20:0],3'-[18:2(9Z,12Z)/20:0])","[GP1201]","76:2","18:0_18:2_20:0_20:0"
"CL(1'-[18:1(9Z)/18:0],3'-[16:0/16:0])","[GP1201]","68:1","16:0_16:0_18:0_18:1"
"CL(1'-[18:1(9Z)/18:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])","[GP1201]","74:5","18:0_18:0_18:1_20:4"
"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])","[GP1201]","72:6","16:0_18:1_18:1_20:4"
"CL(1'-[18:2(9Z,12Z)/16:0],3'-[16:0/18:1(9Z)])","[GP1201]","68:3","16:0_16:0_18:1_18:2"
"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[20:0/18:2(9Z,12Z)])","[GP1201]","74:5","18:1_18:2_18:2_20:0"
"CL(1'-[20:0/16:0],3'-[20:0/20:0])","[GP1201]","76:0","16:0_20:0_20:0_20:0"
"CL(1'-[20:0/18:0],3'-[16:0/20:0])","[GP1201]","74:0","16:0_18:0_20:0_20:0"
"CL(1'-[20:0/18:0],3'-[18:2(9Z,12Z)/18:0])","[GP1201]","74:2","18:0_18:0_18:2_20:0"
"CL(1'-[20:0/18:0],3'-[18:2(9Z,12Z)/18:1(9Z)])","[GP1201]","74:3","18:0_18:1_18:2_20:0"
"CL(1'-[20:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])","[GP1201]","76:8","18:2_18:2_20:0_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)],3'-[20:0/18:1(9Z)])","[GP1201]","76:7","18:1_18:2_20:0_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:0],3'-[18:0/20:0])","[GP1201]","78:4","18:0_20:0_20:0_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)])","[GP1201]","78:9","18:1_20:0_20:4_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)],3'-[20:0/18:0])","[GP1201]","78:8","18:0_20:0_20:4_20:4"
"DG(14:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","34:4","14:1_20:3"
"DG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]","[GL0201]","35:5","15:0_20:5"
"TG(17:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","55:7","17:1_18:1_20:5"
"TG(17:1(9Z)/20:3(8Z,11Z,14Z)/21:0)[iso6]","[GL0301]","58:4","17:1_20:3_21:0"
"TG(17:1(9Z)/18:1(9Z)/22:1(13Z))[iso6]","[GL0301]","57:3","17:1_18:1_22:1"
"TG(18:1(9Z)/19:0/22:0)[iso6]","[GL0301]","59:1","18:1_19:0_22:0"
"DG(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","38:7","18:4_20:3"
"TG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6]","[GL0301]","59:7","17:2_20:4_22:1"
"TG(15:0/17:1(9Z)/15:0)","[GL0301]","47:1","15:0_15:0_17:1"
"TG(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))[iso6]","[GL0301]","60:9","18:3_20:5_22:1"
"TG(13:0/13:0/16:0)[iso3]","[GL0301]","42:0","13:0_13:0_16:0"
"TG(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","56:12","12:0_22:6_22:6"
"TG(20:3(8Z,11Z,14Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","64:11","20:3_22:2_22:6"
"TG(17:1(9Z)/22:1(11Z)/22:1(11Z))[iso3]","[GL0301]","61:3","17:1_22:1_22:1"
"TG(14:1(9Z)/17:2(9Z,12Z)/22:0)[iso6]","[GL0301]","53:3","14:1_17:2_22:0"
"TG(14:0/16:1(9Z)/21:0)[iso6]","[GL0301]","51:1","14:0_16:1_21:0"
"TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","54:7","16:1_18:3_20:3"
"TG(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","60:7","18:4_20:2_22:1"
"TG(19:1(9Z)/22:0/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","63:5","19:1_22:0_22:4"
"PC(13:0/18:1(9Z))","[GP0101]","31:1","13:0_18:1"
"PC(2:0/18:0)","[GP0101]","20:0","18:0_2:0"
"PC(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0101]","40:7","20:2_20:5"
"PC(18:0/20:3(5Z,8Z,11Z))","[GP0101]","38:3","18:0_20:3"
"PC(17:1(9Z)/22:2(13Z,16Z))","[GP0101]","39:3","17:1_22:2"
"PC(12:0/18:0)","[GP0101]","30:0","12:0_18:0"
"PC(22:0/18:3(6Z,9Z,12Z))","[GP0101]","40:3","18:3_22:0"
"PS(16:1(9Z)/15:1(9Z))","[GP0301]","31:2","15:1_16:1"
"PS(20:1(11Z)/18:3(9Z,12Z,15Z))","[GP0301]","38:4","18:3_20:1"
"PE(20:0/18:3(6Z,9Z,12Z))","[GP0201]","38:3","18:3_20:0"
"PE(18:3(9Z,12Z,15Z)/13:0)","[GP0201]","31:3","13:0_18:3"
"PG(12:0/15:1(9Z))","[GP0401]","27:1","12:0_15:1"
"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","[GP0401]","38:6","16:0_22:6"
"PI(19:0/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0601]","39:5","19:0_20:5"
"PG(20:0/22:0)","[GP0401]","42:0","20:0_22:0"
"PI(17:1(9Z)/0:0)","[GP0605]","17:1","17:1"
"PA(13:0/18:4(6Z,9Z,12Z,15Z))","[GP1001]","31:4","13:0_18:4"
"PA(16:1(9Z)/22:1(11Z))","[GP1001]","38:2","16:1_22:1"
"PA(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))","[GP1001]","42:6","20:5_22:1"
"PA(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","[GP1001]","40:5","20:1_20:4"
"PA(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","[GP1005]","20:5","20:5"
"CL(1'-[18:0/16:0],3'-[18:0/18:0])","[GP1201]","70:0","16:0_18:0_18:0_18:0"
"CL(1'-[18:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","74:8","16:0_18:0_20:4_20:4"
"CL(1'-[18:1(9Z)/20:0],3'-[16:0/18:2(9Z,12Z)])","[GP1201]","72:3","16:0_18:1_18:2_20:0"
"CL(1'-[18:1(9Z)/20:0],3'-[18:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:5","18:0_18:1_20:0_20:4"
"CL(1'-[18:1(9Z)/20:0],3'-[18:1(9Z)/18:2(9Z,12Z)])","[GP1201]","74:4","18:1_18:1_18:2_20:0"
"CL(1'-[18:2(9Z,12Z)/20:0],3'-[18:0/18:2(9Z,12Z)])","[GP1201]","74:4","18:0_18:2_18:2_20:0"
"CL(1'-[18:2(9Z,12Z)/20:0],3'-[18:2(9Z,12Z)/16:0])","[GP1201]","72:4","16:0_18:2_18:2_20:0"
"CL(1'-[18:1(9Z)/16:0],3'-[18:2(9Z,12Z)/16:0])","[GP1201]","68:3","16:0_16:0_18:1_18:2"
"CL(1'-[20:0/18:2(9Z,12Z)],3'-[16:0/18:1(9Z)])","[GP1201]","72:3","16:0_18:1_18:2_20:0"
"CL(1'-[20:0/20:0],3'-[18:1(9Z)/20:0])","[GP1201]","78:1","18:1_20:0_20:0_20:0"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/20:0])","[GP1201]","78:9","18:1_20:0_20:4_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","80:16","20:4_20:4_20:4_20:4"
