"name","sub_class_id","FA_sum","FA_split"
"PS(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))","[GP0301]","38:6","18:2_20:4"
"PC(22:1(13Z)/14:0)","[GP0101]","36:1","14:0_22:1"
"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))","[GP0101]","38:6","18:2_20:4"
"PC(22:1(13Z)/18:2(9Z,12Z))","[GP0101]","40:3","18:2_22:1"
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z))","[GP0101]","42:8","20:2_22:6"
"PS(20:0/14:1(9Z))","[GP0301]","34:1","14:1_20:0"
"PS(21:0/12:0)","[GP0301]","33:0","12:0_21:0"
"PS(15:0/19:0)","[GP0301]","34:0","15:0_19:0"
"PC(14:1(9Z)/19:0)","[GP0101]","33:1","14:1_19:0"
"PC(14:1(9Z)/21:0)","[GP0101]","35:1","14:1_21:0"
"PC(20:0/19:0)","[GP0101]","39:0","19:0_20:0"
"PC(14:1(9Z)/18:3(6Z,9Z,12Z))","[GP0101]","32:4","14:1_18:3"
"PC(18:0/20:2(11Z,14Z))","[GP0101]","38:2","18:0_20:2"
"PI(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))","[GP0601]","40:6","18:4_22:2"
"PI(18:4(6Z,9Z,12Z,15Z)/14:1(9Z))","[GP0601]","32:5","14:1_18:4"
"PI(16:1(9Z)/21:0)","[GP0601]","37:1","16:1_21:0"
"PI(17:0/21:0)","[GP0601]","38:0","17:0_21:0"
"PI(18:2(9Z,12Z)/16:1(9Z))","[GP0601]","34:3","16:1_18:2"
"PI(21:0/16:0)","[GP0601]","37:0","16:0_21:0"
"PI(15:0/20:1(11Z))","[GP0601]","35:1","15:0_20:1"
"PA(21:0/0:0)","[GP1005]","21:0","21:0"
"PA(20:1(11Z)/22:2(13Z,16Z))","[GP1001]","42:3","20:1_22:2"
"PA(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z))","[GP1001]","34:6","14:1_20:5"
"PI(19:0/22:4(7Z,10Z,13Z,16Z))","[GP0601]","41:4","19:0_22:4"
"PA(20:2(11Z,14Z)/18:2(9Z,12Z))","[GP1001]","38:4","18:2_20:2"
"PE(16:1(9Z)/19:0)","[GP0201]","35:1","16:1_19:0"
"PE(20:0/20:1(11Z))","[GP0201]","40:1","20:0_20:1"
"PE(18:3(9Z,12Z,15Z)/18:0)","[GP0201]","36:3","18:0_18:3"
"PE(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))","[GP0201]","36:5","18:1_18:4"
"PE(14:1(9Z)/20:2(11Z,14Z))","[GP0201]","34:3","14:1_20:2"
"PE(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))","[GP0201]","38:7","18:4_20:3"
"PE(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))","[GP0201]","38:5","18:1_20:4"
"PE(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))","[GP0201]","42:5","20:1_22:4"
"PG(20:3(8Z,11Z,14Z)/13:0)","[GP0401]","33:3","13:0_20:3"
"PG(22:0/17:0)","[GP0401]","39:0","17:0_22:0"
"PG(15:0/20:0)","[GP0401]","35:0","15:0_20:0"
"PG(21:0/18:1(9Z))","[GP0401]","39:1","18:1_21:0"
"PG(14:0/18:1(9Z))","[GP0401]","32:1","14:0_18:1"
"PA(O-20:0/20:1(11Z))","[GP1002]","40:1","20:0_20:1"
"PA(O-16:0/18:3(9Z,12Z,15Z))","[GP1002]","34:3","16:0_18:3"
"PE(P-20:0/22:2(13Z,16Z))","[GP0203]","42:2","20:0_22:2"
"DG(16:1(9Z)/17:0/0:0)[iso2]","[GL0201]","33:1","16:1_17:0"
"DG(18:3(9Z,12Z,15Z)/20:1(11Z)/0:0)[iso2]","[GL0201]","38:4","18:3_20:1"
"DG(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","40:5","20:2_20:3"
"DG(18:3(6Z,9Z,12Z)/16:0/0:0)[iso2]","[GL0201]","34:3","16:0_18:3"
"DG(15:0/22:0/0:0)[iso2]","[GL0201]","37:0","15:0_22:0"
"TG(12:0/14:0/16:0)[iso6]","[GL0301]","42:0","12:0_14:0_16:0"
"TG(13:0/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","45:5","13:0_14:1_18:4"
"TG(12:0/15:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","49:3","12:0_15:0_22:3"
"TG(12:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","48:4","12:0_18:0_18:4"
"TG(13:0/15:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","48:5","13:0_15:0_20:5"
"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","50:8","14:1_18:3_18:4"
"TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))[iso6]","[GL0301]","50:4","16:0_16:1_18:3"
"TG(14:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","52:7","14:1_16:1_22:5"
"TG(13:0/19:0/19:0)[iso3]","[GL0301]","51:0","13:0_19:0_19:0"
"TG(12:0/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]","[GL0301]","52:4","12:0_18:4_22:0"
"TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","52:5","16:0_18:1_18:4"
"TG(16:1(9Z)/18:1(9Z)/18:1(9Z))[iso3]","[GL0301]","52:3","16:1_18:1_18:1"
"TG(14:0/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","53:5","14:0_17:0_22:5"
"TG(15:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","53:5","15:0_18:1_20:4"
"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","53:9","15:0_18:4_20:5"
"TG(17:0/17:0/20:1(11Z))[iso3]","[GL0301]","54:1","17:0_17:0_20:1"
"TG(14:1(9Z)/20:1(11Z)/20:2(11Z,14Z))[iso6]","[GL0301]","54:4","14:1_20:1_20:2"
"TG(13:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","[GL0301]","54:4","13:0_20:4_21:0"
"TG(12:0/21:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","55:3","12:0_21:0_22:3"
"TG(16:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","56:5","16:0_20:1_20:4"
"TG(14:1(9Z)/21:0/22:2(13Z,16Z))[iso6]","[GL0301]","57:3","14:1_21:0_22:2"
"TG(17:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","57:7","17:0_18:1_22:6"
"TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]","[GL0301]","58:10","18:2_20:4_20:4"
"TG(15:0/20:3(8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","57:5","15:0_20:3_22:2"
"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","58:9","18:2_18:3_22:4"
"TG(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)/21:0)[iso6]","[GL0301]","59:6","18:3_20:3_21:0"
"TG(17:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:10","17:0_20:4_22:6"
"TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","60:7","18:1_20:4_22:2"
"TG(19:0/20:0/22:0)[iso6]","[GL0301]","61:0","19:0_20:0_22:0"
"TG(18:1(9Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:7","18:1_22:1_22:5"
"TG(17:0/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","61:7","17:0_22:2_22:5"
"TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","62:13","20:4_20:4_22:5"
"TG(20:0/22:0/22:0)[iso3]","[GL0301]","64:0","20:0_22:0_22:0"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","63:9","20:5_21:0_22:4"
"TG(19:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","63:11","19:0_22:5_22:6"
"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[20:4(5Z,8Z,11Z,14Z)/20:0])","[GP1201]","76:8","16:0_20:0_20:4_20:4"
"CL(1'-[18:0/16:0],3'-[18:1(9Z)/20:0])","[GP1201]","72:1","16:0_18:0_18:1_20:0"
"CL(1'-[18:0/18:1(9Z)],3'-[18:2(9Z,12Z)/20:0])","[GP1201]","74:3","18:0_18:1_18:2_20:0"
"CL(1'-[18:0/18:2(9Z,12Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])","[GP1201]","72:6","16:0_18:0_18:2_20:4"
"CL(1'-[16:0/16:0],3'-[18:2(9Z,12Z)/18:1(9Z)])","[GP1201]","68:3","16:0_16:0_18:1_18:2"
"DG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]","[GL0201]","40:6","18:2_22:4"
"DG(15:0/16:1(9Z)/0:0)[iso2]","[GL0201]","31:1","15:0_16:1"
"PC(22:0/16:1(9Z))","[GP0101]","38:1","16:1_22:0"
"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))","[GP0101]","38:5","18:1_20:4"
"PC(24:1(15Z)/18:1(9Z))","[GP0101]","42:2","18:1_24:1"
"PE(18:1(9Z)/16:0)","[GP0201]","34:1","16:0_18:1"
"PE(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))","[GP0201]","38:6","18:4_20:2"
"PE(22:0/20:4(5Z,8Z,11Z,14Z))","[GP0201]","42:4","20:4_22:0"
"PE(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))","[GP0201]","36:6","18:3_18:3"
"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)","[GP0201]","36:6","14:0_22:6"
"PG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","[GP0401]","38:7","18:3_20:4"
"PS(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0301]","40:8","18:2_22:6"
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/22:0)[iso6]","[GL0301]","54:4","14:1_18:3_22:0"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:10","18:1_18:1_20:4_20:4"
"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","72:8","16:0_16:0_20:4_20:4"
"TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","56:9","16:1_18:3_22:5"
"PC(12:0/22:4(7Z,10Z,13Z,16Z))","[GP0101]","34:4","12:0_22:4"
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","[GP0305]","22:6","22:6"
"PC(16:0/21:0)","[GP0101]","37:0","16:0_21:0"
"PC(17:0/14:0)","[GP0101]","31:0","14:0_17:0"
"PC(17:0/17:1(9Z))","[GP0101]","34:1","17:0_17:1"
"PC(18:1(9Z)/15:0)","[GP0101]","33:1","15:0_18:1"
"PC(18:3(6Z,9Z,12Z)/22:1(11Z))","[GP0101]","40:4","18:3_22:1"
"PC(19:0/16:1(9Z))","[GP0101]","35:1","16:1_19:0"
"PC(20:0/17:2(9Z,12Z))","[GP0101]","37:2","17:2_20:0"
"PC(20:0/20:3(8Z,11Z,14Z))","[GP0101]","40:3","20:0_20:3"
"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))","[GP0101]","40:6","20:3_20:3"
"PC(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0101]","40:8","20:3_20:5"
"PC(20:4(5Z,8Z,11Z,14Z)/15:0)","[GP0101]","35:4","15:0_20:4"
"PC(22:0/22:2(13Z,16Z))","[GP0101]","44:2","22:0_22:2"
"PC(22:1(11Z)/18:1(9Z))","[GP0101]","40:2","18:1_22:1"
"PC(O-20:0/20:4(5Z,8Z,11Z,14Z))","[GP0102]","40:4","20:0_20:4"
"PE(13:0/17:2(9Z,12Z))","[GP0201]","30:2","13:0_17:2"
"PE(14:1(9Z)/17:2(9Z,12Z))","[GP0201]","31:3","14:1_17:2"
"PE(15:1(9Z)/18:2(9Z,12Z))","[GP0201]","33:3","15:1_18:2"
"PE(14:1(9Z)/18:0)","[GP0201]","32:1","14:1_18:0"
"PE(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0201]","35:6","15:1_20:5"
"PE(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0201]","38:7","18:2_20:5"
"PE(18:3(6Z,9Z,12Z)/13:0)","[GP0201]","31:3","13:0_18:3"
"PE(19:1(9Z)/13:0)","[GP0201]","32:1","13:0_19:1"
"PE(18:4(6Z,9Z,12Z,15Z)/16:0)","[GP0201]","34:4","16:0_18:4"
"PE(18:4(6Z,9Z,12Z,15Z)/21:0)","[GP0201]","39:4","18:4_21:0"
"PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0201]","40:10","18:4_22:6"
"PE(22:1(11Z)/20:4(5Z,8Z,11Z,14Z))","[GP0201]","42:5","20:4_22:1"
"PE(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0201]","42:10","20:4_22:6"
"PE(O-18:0/13:0)","[GP0202]","31:0","18:0_13:0"
"PE(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0202]","36:5","16:0_20:5"
"PE(22:4(7Z,10Z,13Z,16Z)/15:0)","[GP0201]","37:4","15:0_22:4"
"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))","[GP0201]","40:8","18:2_22:6"
"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","[GP0201]","40:9","18:3_22:6"
"PE(14:0/18:4(6Z,9Z,12Z,15Z))","[GP0201]","32:4","14:0_18:4"
"PA(12:0/18:4(6Z,9Z,12Z,15Z))","[GP1001]","30:4","12:0_18:4"
"PS(19:1(9Z)/20:3(8Z,11Z,14Z))","[GP0301]","39:4","19:1_20:3"
"TG(13:0/19:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","54:4","13:0_19:1_22:3"
"TG(19:1(9Z)/21:0/22:0)[iso6]","[GL0301]","62:1","19:1_21:0_22:0"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[18:1(9Z)/16:0])","[GP1201]","70:5","16:0_16:0_18:1_20:4"
"TG(14:1(9Z)/17:2(9Z,12Z)/21:0)[iso6]","[GL0301]","52:3","14:1_17:2_21:0"
"TG(18:1(9Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6]","[GL0301]","58:6","18:1_18:3_22:2"
"PI(16:0/22:1(11Z))","[GP0601]","38:1","16:0_22:1"
"PE(14:1(9Z)/18:3(9Z,12Z,15Z))","[GP0201]","32:4","14:1_18:3"
"PG(16:1(9Z)/22:0)","[GP0401]","38:1","16:1_22:0"
"TG(12:0/14:0/14:1(9Z))[iso6]","[GL0301]","40:1","12:0_14:0_14:1"
"TG(13:0/18:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","53:3","13:0_18:0_22:3"
"TG(15:1(9Z)/19:0/22:2(13Z,16Z))[iso6]","[GL0301]","56:3","15:1_19:0_22:2"
"Cer(t18:0/22:0)","[SP0203]","40:0","18:0_22:0"
"PC(16:0/12:0)","[GP0101]","28:0","12:0_16:0"
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","[GL0301]","54:9","18:3_18:3_18:3"
"PE(16:0/0:0)","[GP0205]","16:0","16:0"
"PC(17:1(10Z)/0:0)","[GP0105]","17:1","17:1"
"PC(14:0/18:2(11Z,14Z))","[GP0101]","32:2","14:0_18:2"
"PC(16:1(9Z)/18:2(9Z,12Z))","[GP0101]","34:3","16:1_18:2"
"PC(18:1(17Z)/18:1(17Z))","[GP0101]","36:2","18:1_18:1"
"PC(18:1(9E)/20:0)","[GP0101]","38:1","18:1_20:0"
"PC(18:3(9Z,11E,13E)/18:3(9Z,11E,13E))","[GP0101]","36:6","18:3_18:3"
"PC(O-17:0/18:1(9Z))","[GP0102]","35:1","17:0_18:1"
"Cer(d18:1/25:0)","[SP0201]","43:1","18:1_25:0"
"PC(O-16:1(9E)/0:0)","[GP0106]","16:1","16:1"
"DG(16:1(9Z)/17:2(9Z,12Z)/0:0)[iso2]","[GL0201]","33:3","16:1_17:2"
"DG(17:1(9Z)/17:2(9Z,12Z)/0:0)[iso2]","[GL0201]","34:3","17:1_17:2"
"DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","38:4","18:1_20:3"
"DG(17:2(9Z,12Z)/22:1(13Z)/0:0)[iso2]","[GL0201]","39:3","17:2_22:1"
"DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","40:4","20:0_20:4"
"DG(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]","[GL0201]","42:7","20:1_22:6"
"TG(16:0/16:1(9Z)/18:0)[iso6]","[GL0301]","50:1","16:0_16:1_18:0"
"TG(16:1(9Z)/17:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]","[GL0301]","51:6","16:1_17:2_18:3"
"TG(16:1(9Z)/17:1(9Z)/20:0)[iso6]","[GL0301]","53:2","16:1_17:1_20:0"
"TG(17:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]","[GL0301]","53:4","17:0_18:2_18:2"
"TG(17:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]","[GL0301]","53:5","17:1_18:2_18:2"
"TG(16:0/18:3(9Z,12Z,15Z)/20:0)[iso6]","[GL0301]","54:3","16:0_18:3_20:0"
"TG(17:1(9Z)/18:3(9Z,12Z,15Z)/19:0)[iso6]","[GL0301]","54:4","17:1_18:3_19:0"
"TG(16:0/19:0/20:1(11Z))[iso6]","[GL0301]","55:1","16:0_19:0_20:1"
"TG(16:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]","[GL0301]","54:5","16:0_18:3_20:2"
"TG(17:2(9Z,12Z)/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso3]","[GL0301]","54:8","17:2_17:2_20:4"
"TG(17:2(9Z,12Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","55:6","17:2_18:0_20:4"
"TG(17:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]","[GL0301]","55:7","17:2_18:3_20:2"
"TG(18:0/18:0/20:3(8Z,11Z,14Z))[iso3]","[GL0301]","56:3","18:0_18:0_20:3"
"TG(17:2(9Z,12Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","55:8","17:2_18:1_20:5"
"TG(16:0/20:1(11Z)/20:2(11Z,14Z))[iso6]","[GL0301]","56:3","16:0_20:1_20:2"
"TG(17:2(9Z,12Z)/20:0/20:2(11Z,14Z))[iso6]","[GL0301]","57:4","17:2_20:0_20:2"
"TG(17:1(9Z)/20:0/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","57:4","17:1_20:0_20:3"
"TG(17:1(9Z)/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","57:5","17:1_20:1_20:3"
"TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","56:6","18:0_18:2_20:4"
"TG(17:2(9Z,12Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","57:8","17:2_20:2_20:4"
"TG(16:1(9Z)/20:0/22:1(13Z))[iso6]","[GL0301]","58:2","16:1_20:0_22:1"
"TG(17:1(9Z)/19:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","58:4","17:1_19:0_22:3"
"TG(18:0/20:1(11Z)/22:0)[iso6]","[GL0301]","60:1","18:0_20:1_22:0"
"TG(16:0/20:3(8Z,11Z,14Z)/22:1(13Z))[iso6]","[GL0301]","58:4","16:0_20:3_22:1"
"TG(18:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","58:7","18:0_18:3_22:4"
"TG(16:1(9Z)/22:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","60:4","16:1_22:0_22:3"
"TG(18:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","60:5","18:1_20:0_22:4"
"TG(17:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:10","17:2_20:3_22:5"
"TG(16:0/22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","60:7","16:0_22:3_22:4"
"TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]","[GL0301]","60:7","18:2_20:5_22:0"
"TG(16:1(9Z)/22:1(13Z)/22:2(13Z,16Z))[iso6]","[GL0301]","60:4","16:1_22:1_22:2"
"TG(20:2(11Z,14Z)/20:2(11Z,14Z)/21:0)[iso3]","[GL0301]","61:4","20:2_20:2_21:0"
"TG(18:1(9Z)/21:0/22:1(13Z))[iso6]","[GL0301]","61:2","18:1_21:0_22:1"
"TG(17:0/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:6","17:0_21:0_22:6"
"TG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:12","18:3_20:3_22:6"
"TG(20:0/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:9","20:0_20:3_22:6"
"TG(20:4(5Z,8Z,11Z,14Z)/21:0/22:0)[iso6]","[GL0301]","63:4","20:4_21:0_22:0"
"TG(20:3(8Z,11Z,14Z)/21:0/22:1(13Z))[iso6]","[GL0301]","63:4","20:3_21:0_22:1"
"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:11","20:0_20:5_22:6"
"TG(20:3(8Z,11Z,14Z)/22:0/22:1(13Z))[iso6]","[GL0301]","64:4","20:3_22:0_22:1"
"TG(20:2(11Z,14Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]","[GL0301]","64:6","20:2_22:2_22:2"
"TG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:13","18:3_22:4_22:6"
"TG(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3]","[GL0301]","64:11","20:3_22:4_22:4"
"TG(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","66:12","22:0_22:6_22:6"
"TG(22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3]","[GL0301]","66:11","22:3_22:4_22:4"
"TG(22:1(13Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","66:7","22:1_22:2_22:4"
"PE(18:1(9Z)/20:3(5Z,8Z,11Z))","[GP0201]","38:4","18:1_20:3"
"PE(16:0/22:1(13Z))","[GP0201]","38:1","16:0_22:1"
"PE-NMe(20:0/20:0)","[GP0201]","40:0","20:0_20:0"
"PC(O-16:1(11Z)/2:0)","[GP0102]","18:1","16:1_2:0"
"PE(P-19:1(12Z)/0:0)","[GP0207]","19:1","19:1"
"Cer(t18:0/24:0(2OH))","[SP0203]","42:0","18:0_24:0"
"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))","[GP0101]","38:6","18:3_20:3"
"PE(17:2(9Z,12Z)/22:0)","[GP0201]","39:2","17:2_22:0"
"DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","38:4","18:0_20:4"
"PC(13:0/17:1(9Z))","[GP0101]","30:1","13:0_17:1"
"PE(21:0/21:0)","[GP0201]","42:0","21:0_21:0"
"PA(14:0/20:3(8Z,11Z,14Z))","[GP1001]","34:3","14:0_20:3"
"PA(14:1(9Z)/20:1(11Z))","[GP1001]","34:2","14:1_20:1"
"PA(15:0/22:1(11Z))","[GP1001]","37:1","15:0_22:1"
"PA(15:1(9Z)/16:0)","[GP1001]","31:1","15:1_16:0"
"PA(15:1(9Z)/22:0)","[GP1001]","37:1","15:1_22:0"
"PA(17:1(9Z)/20:0)","[GP1001]","37:1","17:1_20:0"
"PA(17:2(9Z,12Z)/13:0)","[GP1001]","30:2","13:0_17:2"
"PA(17:2(9Z,12Z)/14:0)","[GP1001]","31:2","14:0_17:2"
"PA(18:3(9Z,12Z,15Z)/19:1(9Z))","[GP1001]","37:4","18:3_19:1"
"PA(17:2(9Z,12Z)/18:2(9Z,12Z))","[GP1001]","35:4","17:2_18:2"
"PA(17:2(9Z,12Z)/20:3(8Z,11Z,14Z))","[GP1001]","37:5","17:2_20:3"
"PA(18:1(9Z)/19:1(9Z))","[GP1001]","37:2","18:1_19:1"
"PA(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))","[GP1001]","40:6","18:4_22:2"
"PA(19:1(9Z)/14:1(9Z))","[GP1001]","33:2","14:1_19:1"
"PA(19:1(9Z)/20:1(11Z))","[GP1001]","39:2","19:1_20:1"
"PA(19:1(9Z)/22:0)","[GP1001]","41:1","19:1_22:0"
"PA(20:0/22:1(11Z))","[GP1001]","42:1","20:0_22:1"
"PA(20:1(11Z)/15:0)","[GP1001]","35:1","15:0_20:1"
"PA(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))","[GP1001]","38:5","18:3_20:2"
"PA(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","[GP1001]","42:7","20:3_22:4"
"PA(22:2(13Z,16Z)/17:2(9Z,12Z))","[GP1001]","39:4","17:2_22:2"
"PA(21:0/20:1(11Z))","[GP1001]","41:1","20:1_21:0"
"PA(O-16:0/14:0)","[GP1002]","30:0","16:0_14:0"
"PA(O-16:0/17:2(9Z,12Z))","[GP1002]","33:2","16:0_17:2"
"PA(O-18:0/20:3(8Z,11Z,14Z))","[GP1002]","38:3","18:0_20:3"
