"lipid","Lipid species","Substructure"
"PC_20:1;0_20:4;0",1.33724761292799,1.41110533643803
"PE O-_16:0;0_20:4;0",1.85023557831164,1.95004183549642
"PE O-_18:1;0_18:2;0",1.39836814335918,1.47564297801709
"PE O-_18:2;0_18:2;0",2.98292195087545,3.1312601413588
"PE_16:0;0_18:0;0",,5.76433837336146
"PE_16:0;0_18:2;0",3.30415099156512,4.60488887697274
"PE_16:0;0_20:3;0",,7.37012671854265
"PE_17:1;0_17:1;0",4.81757378284875,5.20842949244093
"PE_18:0;0_18:1;0",4.43455583017467,0.820620820862441
"PE_18:0;0_18:2;0",3.84256494520467,3.77375776967129
"PE_18:1;0_18:1;0",3.57641180460314,1.05982509721603
"PE_18:1;0_18:2;0",6.77335871241596,4.71502181459404
"PE_18:1;0_18:3;0",,3.05980949370167
"PE_18:1;0_20:4;0",2.35220975056992,1.05982509721603
"PE_18:2;0_18:2;0",5.94682404292009,7.0069840495949
"PI_16:0;0_18:0;0",,2.92409412528986
"PI_16:0;0_18:1;0",1.60907685148342,2.64103883041843
"PI_16:0;0_18:2;0",2.54162173065805,4.71502181459404
"PI_16:1;0_18:0;0",3.84256494520467,4.08695445195421
"PI_16:1;0_18:1;0",,2.27385916068514
"PI_18:0;0_18:1;0",2.83314679315617,1.14983916886265
"PI_18:0;0_18:2;0",2.33002421787999,3.34201436009338
"PI_18:1;0_18:1;0",3.18891571115391,1.98616734709289
"PI_18:1;0_18:2;0",4.12473864011222,3.28033111194655
"PI_18:1;0_18:3;0",,2.78539588103038
"PI_18:1;0_20:3;0",3.06515608847356,3.22018958471188
"PI_18:2;0_18:2;0",6.28532856519006,6.50951478062141
"PS_16:0;0_18:1;0",,1.45444974581987
"PS_16:0;0_18:2;0",,4.90719747432419
"PS_18:0;0_18:1;0",,6.32670848590751
"PS_18:0;0_18:2;0",,4.90925241794402
"PS_18:1;0_18:1;0",,4.32242754287954
"PS_18:1;0_18:2;0",,8.22085999598651
"PS_18:1;0_20:4;0",,3.05980949370167
"PS_18:2;0_18:2;0",,6.98994223438017
"TAG_46:0;0",3.84256494520467,4.08695445195421
"TAG_46:1;0",1.87877250852229,1.97606662817124
"TAG_46:2;0",2.95830444351115,3.09302252705493
"TAG_48:0;0",3.84043336991794,4.06027699363526
"TAG_48:1;0",2.95830444351115,3.09333601594784
"TAG_48:2;0",3.22525921241935,3.39775217443191
"TAG_48:3;0",4.38129305666667,4.71502181459404
"TAG_49:1;0",3.57574311383626,3.77249829175151
"TAG_49:2;0",3.18891571115391,3.3506364319833
"TAG_50:1;0",2.6208131701157,2.74112263699881
"TAG_50:2;0",1.92721092725791,2.0292490980883
"TAG_50:3;0",2.58860855726221,2.70871550864532
"TAG_50:4;0",3.29673919220218,3.48286594357493
"TAG_50:5;0",3.9273926608412,4.21042942522201
"TAG_51:1;0",2.83314679315617,2.95506945445095
"TAG_51:2;0",1.8336385207372,1.93114246982949
"TAG_51:3;0",2.07146278660652,2.18850861883597
"TAG_51:4;0",2.69143410351221,2.81401343961424
"TAG_52:3;0",1.4528386445307,1.53817300084315
"TAG_52:4;0",2.49681206881692,2.61007284685383
"TAG_52:5;0",2.69143410351221,2.81216789332297
"TAG_52:6;0",2.0872464346214,2.20692876134946
"TAG_53:3;0",1.37688801817995,1.45444974581987
"TAG_54:3;0",1.33724761292799,1.40959400485823
"TAG_54:4;0",2.28146208305729,2.36872744872116
"TAG_54:5;0",2.78549336099683,2.91397854417807
"TAG_54:6;0",2.69143410351221,2.81216789332297
"TAG_54:7;0",1.69227966600294,1.78998451459316
"TAG_56:3;0",2.83314679315617,2.95506945445095
"TAG_56:4;0",3.84256494520467,4.07272391885475
"TAG_58:10;0",1.33780847843321,1.41379352806695
"TAG_58:7;0",1.79437429976156,1.89433368422603
